BGC0001784	MiBIG	Streptomyces seoulensis Actinobacteria	Polyketide	-	-	streptoseomycin	100
BGC0001785	MiBIG	Streptomyces spectabilis Actinobacteria	Polyketide	-	-	streptovaricin	100
BGC0001787	MiBIG	RiPP Streptococcus suis	3908	-	-	suicin	100
BGC0001797	MiBIG	Streptomyces anulatus Actinobacteria	RiPP	-	-	telomestatin	100
BGC0001798	MiBIG	B-tetrapetalone C-tetrapetalone D	A-tetrapetalone	-	-	tetrapetalone	100
BGC0001803	MiBIG	Streptomyces olivoviridis Actinobacteria	RiPP	-	-	thioviridamide	100
BGC0001807	MiBIG	Streptomyces pactum Actinobacteria	NRP-Polyketide	-	-	totopensamide	100
BGC0001808	MiBIG	Streptomyces diastatochromogenes Actinobacteria	Other	-	-	toyocamycin	100
BGC0001810	MiBIG	Polymorphospora rubra Actinobacteria	Polyketide	-	-	trehangelin	100
BGC0001814	MiBIG	Streptomyces sp. KCB13F003	NRP	-	-	ulleungmycin	100
BGC0001818	MiBIG	NRP Streptomyces sp.	A	-	-	vazabitide	100
BGC0001819	MiBIG	Streptomyces venezuelae Actinobacteria	Polyketide	-	-	venemycin	100
BGC0001824	MiBIG	NRP Xenorhabdus beddingii	A-G	-	-	xefoampeptides	100
BGC0001828	MiBIG	Streptomyces griseus Actinobacteria	Polyketide	-	-	zincophorin	100
BGC0001829	MiBIG	Streptomyces chromofuscus Actinobacteria	NRP-Polyketide	-	-	alpha,beta-epoxyketone	100
