SEED_ID	File	Organism	Cluster_product	Original_file	contig _data	Cluster	Contig	Most similar known cluster	Similarity
6666666.540621.peg.4202	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4203	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4204	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4205	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4206	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4207	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4208	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4209	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4210	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4211	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4212	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4213	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4214	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4215	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4216	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4217	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4218	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4219	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4220	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4221	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4222	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4223	CC223A_contig_46.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 46 region001 gbk	1	46	fuscachelin A | fucachelin B | fuscachelin C | NRP	100
6666666.540621.peg.4287	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4288	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4289	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4290	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4291	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4292	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4293	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4294	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4295	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4296	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4297	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4298	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4299	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4300	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4301	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4302	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4303	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4304	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4305	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4306	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4307	CC223A_contig_48.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 48 region001 gbk	1	48	uncialamycin | Polyketide	18
6666666.540621.peg.4505	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4506	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4507	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4508	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4509	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4510	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4511	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4512	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4513	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4514	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4515	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4516	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4517	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4518	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4519	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4520	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4521	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4522	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4523	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4524	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4525	CC223A_contig_5.region001.gbk	Nocardiopsis_sp._CC223A	terpene		CC223A contig 5 region001 gbk	1	5	isorenieratene | Terpene	100
6666666.540621.peg.4786	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4787	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4788	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4789	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4790	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4791	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4792	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4793	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4794	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4795	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4796	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4797	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4798	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4799	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4800	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4801	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4802	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4803	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4804	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4805	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4806	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.rna.44	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4807	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4808	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4809	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4810	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4811	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4812	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4813	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4814	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4815	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4816	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4817	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4818	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4819	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4820	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4821	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4822	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4823	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4824	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4825	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4826	CC223A_contig_55.region001.gbk	Nocardiopsis_sp._CC223A	T1PKS		CC223A contig 55 region001 gbk	1	55		
6666666.540621.peg.4841	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4842	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4843	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4844	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4845	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4846	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4847	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4848	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4849	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4850	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4851	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4852	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4853	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4854	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4855	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4856	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4857	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4858	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4859	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.4860	CC223A_contig_56.region001.gbk	Nocardiopsis_sp._CC223A	NRPS		CC223A contig 56 region001 gbk	1	56	amycolamycin A | amycolamycin B | Polyketide	4
6666666.540621.peg.5021	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5022	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5023	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5024	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5025	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5026	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5027	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5028	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5029	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5030	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5031	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5032	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5033	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5034	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5035	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5036	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5037	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5038	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5039	CC223A_contig_6.region001.gbk	Nocardiopsis_sp._CC223A	lanthipeptide		CC223A contig 6 region001 gbk	1	6		
6666666.540621.peg.5378	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5379	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5380	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5381	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5382	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.rna.53	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5383	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5384	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5385	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5386	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5387	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5388	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5389	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
6666666.540621.peg.5390	CC223A_contig_66.region001.gbk	Nocardiopsis_sp._CC223A	lanthidin		CC223A contig 66 region001 gbk	1	66	caniferolide A | caniferolide B | caniferolide C | caniferolide D | Polyketide:Modular type I	6
