Id	Cluster__autocolor	Organism__autocolor	Product__autocolor	Contig	Cluster	Most_similar_known_cluster__autocolor	Similarity
BGC0000435_AAO56332	No						
BGC0000437_AAY37646	No						
BGC0000439_AHH53518	No						
BGC0000440_CAE53370	No						
BGC0000441_CAG15028	No						
BGC0000447_CCJ67634	No						
BGC0000458_AAP92509	No						
BGC0000462_AFJ23818	No						
BGC0000495_ACR33055	No						
BGC0000495_ACR33059	No						
BGC0000495_ACR33063	No						
BGC0000496_BAG19222	No						
BGC0000498_ACA51941	No						
BGC0000502_AHJ59537	No						
BGC0000502_AHJ59541	No						
BGC0000503_CAD60529	No						
BGC0000516_EDY04301	No						
BGC0000528_CAN02021	No						
BGC0000546_WP_003950019	No						
BGC0000548_AAG32542	No						
BGC0000553_WP_006127364	No						
BGC0000561_BAJ10692	No						
BGC0000603_ACS50126	No						
BGC0000625_BAN83929	No						
BGC0000662_BAG21067	No						
BGC0000665_CCH63730	No						
BGC0000665_CCH63740	No						
BGC0000665_CCH63741	No						
BGC0000666_AFK78073	No						
BGC0000666_AFK78083	No						
BGC0000666_AFK78084	No						
BGC0000668_AHI58826	No						
BGC0000668_AHI58827	No						
BGC0000679_EWM63032	No						
BGC0000679_EWM63033	No						
BGC0000679_EWM63043	No						
BGC0000703_BAE95486	No						
BGC0000761_BAC41336	No						
BGC0000809_ABC02804	No						
BGC0000814_ACN29723	No						
BGC0000821_BAC10679	No						
BGC0000822_CAC93719	No						
BGC0000823_BAC15755	No						
BGC0000825_BAC55205	No						
BGC0000826_EFG04593	No						
BGC0000826_EFG04608	No						
BGC0000827_ABV98184	No						
BGC0000874_AAP03103	No						
BGC0000879_ACF06633	No						
BGC0000881_AFV92621	No						
BGC0000882_AFD20755	No						
BGC0000883_AGG35693	No						
BGC0000885_BAJ08165	No						
BGC0000889_BAM73640	No						
BGC0000899_AAM88362	No						
BGC0000903_CAJ20008	No						
BGC0000903_CAJ20013	No						
BGC0000935_AFB35625	No						
BGC0000938_ACG70813	No						
BGC0000952_CBW45649	No						
BGC0000957_AHH25581	No						
BGC0000960_ABY83185	No						
BGC0000961_ABC34774	No						
BGC0000966_AFD30950	No						
BGC0000971_CBW54659	No						
BGC0000972_CAJ76299	No						
BGC0000973_CCC55908	No						
BGC0000994_AAF86399	No						
BGC0000995_ADH01482	No						
BGC0000998_AFU82608	No						
BGC0001003_ABB05090	No						
BGC0001038_AGC24257	No						
BGC0001040_CAA60471	No						
BGC0001041_ABP53504	No						
BGC0001045_AFR69342	No						
BGC0001046_CBA11556	No						
BGC0001047_CAD70192	No						
BGC0001052_ADC79646	No						
BGC0001063_CAD55237	No						
BGC0001070_CAN89666	No						
BGC0001070_CAN89667	No						
BGC0001073_AFJ52719	No						
BGC0001094_ABI91455	No						
BGC0001096_ADH01482	No						
BGC0001101_AAN85491	No						
BGC0001113_AIC32690	No						
BGC0001114_AGN11896	No						
BGC0001116_BAF50712	No						
BGC0001119_CCP20059	No						
BGC0001126_AHB62767	No						
BGC0001126_AHB62768	No						
BGC0001145_WP_004943488	No						
BGC0001146_AID54697	No						
BGC0001147_AIS24847	No						
BGC0001149_CDF96616	No						
BGC0001150_AMEG_HIPS_SALB_00483	No						
BGC0001154_ACU71640	No						
BGC0001172_AHA12085	No						
BGC0001177_AHL46703	No						
BGC0001178_AGS77334	No						
BGC0001183_AGC09510	No						
BGC0001183_AGC09514	No						
BGC0001194_BAR73024	No						
BGC0001194_BAR73025	No						
BGC0001195_AJW65412	No						
BGC0001196_AJW76716	No						
BGC0001197_ABW11820	No						
BGC0001204_BAQ21960	No						
BGC0001208_AGE26256	No						
BGC0001208_AGE25483	No						
BGC0001215_CRI73803	No						
BGC0001230_sln13	No						
BGC0001233_ALK27903	No						
BGC0001236_ALJ49925	No						
BGC0001237_ALJ49914	No						
BGC0001287_CQR60475	No						
BGC0001292_ALE27511	No						
BGC0001297_ALG65334	No						
BGC0001299_ALD83709	No						
BGC0001303_ALA09376	No						
BGC0001303_ALA09379	No						
BGC0001312_CAY48792	No						
BGC0001333_AEF32102	No						
BGC0001334_AEO12719	No						
BGC0001335_AGI62210	No						
BGC0001337_AKQ20703	No						
BGC0001346_AOA33120	No						
BGC0001346_AOA33126	No						
BGC0001347_ANQ43346	No						
BGC0001348_WP_037966912	No						
BGC0001349_AKD43766	No						
BGC0001349_AKD43767	No						
BGC0001352_CUI25706	No						
BGC0001354_CUI25740	No						
BGC0001355_CUI25723	No						
BGC0001359_CUW01167	No						
BGC0001359_CUW01168	No						
BGC0001359_CUW01169	No						
BGC0001370_ALV82366	No						
BGC0001374_ANW12112	No						
BGC0001381_AJO72715	No						
BGC0001381_AJO72748	No						
BGC0001384_BAV16990	No						
BGC0001386_BAU98040	No						
BGC0001387_AMP46609	No						
BGC0001389_AHZ34250	No						
BGC0001406_ALV86857	No						
BGC0001416_KPN90368	No						
BGC0001433_SCO70333	No						
BGC0001437_AQZ26579	No						
BGC0001439_OWA01615	No						
BGC0001441_ARO49584	No						
BGC0001448_ARU08090	No						
BGC0001452_sipR1	No						
BGC0001477_AVV61973	No						
BGC0001477_AVV61976	No						
BGC0001480_WP_006890625	No						
BGC0001484_AKQ99302	No						
BGC0001491_OJF16284	No						
BGC0001491_OJF16285	No						
BGC0001491_OJF16279	No						
BGC0001492_ARE67835	No						
BGC0001500_AMX23313	No						
BGC0001500_AMX23321	No						
BGC0001501_APZ79590	No						
BGC0001501_APZ79591	No						
BGC0001509_WP_064118562	No						
BGC0001510_ARE72421	No						
BGC0001511_AQZ37093	No						
BGC0001522_AWR88389	No						
BGC0001537_WP_055469547	No						
BGC0001561_KUM69043	No						
BGC0001569_ANZ15846	No						
BGC0001580_SCN11969	No						
BGC0001581_AAX98177	No						
BGC0001581_AAX98178	No						
BGC0001581_AAX98205	No						
BGC0001590_AQP25560	No						
BGC0001590_AQP25576	No						
BGC0001592_AVI10281	No						
BGC0001593_ARF06225	No						
BGC0001594_APZ79557	No						
BGC0001594_APZ79558	No						
BGC0001597_BAV56016	No						
BGC0001598_AOE23569	No						
BGC0001612_APB62253	No						
BGC0001612_APB62254	No						
BGC0001619_AKA59096	No						
BGC0001619_AKV63202	No						
BGC0001619_AKA59104	No						
BGC0001619_AKA59105	No						
BGC0001619_AKA59106	No						
BGC0001623_BAX64242	No						
BGC0001623_BAX64259	No						
BGC0001625_APR73636	No						
BGC0001643_BBC48406	No						
BGC0001648_ANR02561	No						
BGC0001650_ATD51275	No						
BGC0001658_OAP25798	No						
BGC0001662_AWC08649	No						
BGC0001662_AWC08650	No						
BGC0001662_AWC08668	No						
BGC0001666_ATY46584	No						
BGC0001669_AVH76827	No						
BGC0001670_ANZ52465	No						
BGC0001671_AQX14438	No						
BGC0001674_SFF02396	No						
BGC0001674_SFF02673	No						
BGC0001675_AQW35080	No						
BGC0001676_AVR52586	No						
BGC0001690_AQT01398	No						
BGC0001690_AQT01400	No						
BGC0001694_AVI57436	No						
BGC0001702_ARS01466	No						
BGC0001709_AVX51110	No						
BGC0001709_AVX51111	No						
BGC0001709_AVX51112	No						
BGC0001710_AQZ26579	No						
BGC0001711_KFL51891	No						
BGC0001711_KFL51893	No						
BGC0001714_WP_005152867	No						
BGC0001715_CUX79069	No						
BGC0001731_AIE54172	No						
BGC0001731_AIE54199	No						
BGC0001732_AIE54225	No						
BGC0001732_AIE54252	No						
BGC0001740_BBA21065	No						
BGC0001740_BBA21085	No						
BGC0001755_AWW87418	No						
BGC0001755_AWW87421	No						
BGC0001755_AWW87431	No						
BGC0001759_AWH12630	No						
BGC0001764_BAW27696	No						
BGC0001766_sln13	No						
BGC0001770_ANH11411	No						
BGC0001770_ANH11420	No						
BGC0001773_ANY10574	No						
BGC0001773_ANY10575	No						
BGC0001773_ANY10577	No						
BGC0001773_ANY10580	No						
BGC0001773_ANY10582	No						
BGC0001782_ARP51741	No						
BGC0001783_AFW04595	No						
BGC0001784_AWH12906	No						
BGC0001785_ASZ00166	No						
BGC0001787_AOT85886	No						
BGC0001797_BBA31804	No						
BGC0001798_AVV48274	No						
BGC0001803_BAN83929	No						
BGC0001807_ATL73051	No						
BGC0001807_ATL73052	No						
BGC0001807_ATL73056	No						
BGC0001808_APT68170	No						
BGC0001810_BAU79601	No						
BGC0001814_ATU31817	No						
BGC0001818_BAV57453	No						
BGC0001819_WP_015031698	No						
BGC0001824_OTA20323	No						
BGC0001828_ANZ22990	No						
BGC0001829_CUX96948	No						
