ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0001670_ANZ52472	MiBIG	-	Streptomyces cinnamonensis	Polyketide	Polyketide	monensin	100
BGC0000105_AAP42854	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	nanchangmycin	100
BGC0001062_ADB23404	MiBIG	-	Micromonospora echinospora subsp. challisensis	Polyketide	Polyketide	TLN-05220	100
BGC0000024_CAE02599	MiBIG	-	Streptomyces thioluteus	Polyketide	Polyketide	aureothin	100
BGC0000266_AAM97369	MiBIG	-	Streptomyces collinus	Polyketide	Polyketide	rubromycin	100
BGC0000422_ABI22138	MiBIG	-	Streptomyces lavendulae	NRP	NRP	saframycin A	100
BGC0000036_AAZ77687	MiBIG	-	Streptomyces antibioticus	Polyketide-Saccharide	Polyketide-Saccharide	chlorothricin	100
BGC0000135_BAK64633	MiBIG	-	Streptomyces sp. SN-593	Polyketide	Polyketide	reveromycin	100
BGC0000175_AFO59862	MiBIG	-	Streptomyces sp. YIM 56141	Polyketide	Polyketide	cycloheximide-actiphenol	100
BGC0000233_AAP85351	MiBIG	-	Streptomyces griseoruber	Polyketide	Polyketide	hedamycin	100
BGC0000033_AAM94777	MiBIG	-	Micromonospora echinospora	Polyketide	Polyketide	calicheamicin	100
BGC0000877_ABX24502	MiBIG	-	Streptomyces cacaoi subsp. asoensis	Other	Other	polyoxin	100
BGC0001675_AQW35038	MiBIG	-	Streptomyces griseoruber	Polyketide	Polyketide	murayaquinone	100
BGC0001690_AQT01397	MiBIG	-	Streptomyces gilvosporeus	Polyketide	Polyketide	natamycin	100
BGC0001675_AQW35056	MiBIG	-	Streptomyces griseoruber	Polyketide	Polyketide	murayaquinone	100
BGC0001083_AGH68913	MiBIG	-	Streptomyces sp. CNH189	Polyketide-Terpene	Polyketide-Terpene	merochlorin	100
BGC0000395_AAT09796	MiBIG	-	Nocardia uniformis subsp. tsuyamanensis	NRP	NRP	nocardicin A	100
BGC0001232_WP_043474107	MiBIG	-	Kitasatospora sp. MBT66	Polyketide	Polyketide	leucanicidin	100
BGC0000187_ADI58657	MiBIG	-	Streptomyces nodosus subsp. asukaensis	Polyketide	Polyketide	asukamycin	100
BGC0001237_ALJ49918	MiBIG	-	Salinispora pacifica DSM 45543	Polyketide	Polyketide	thiolactomycin	100
BGC0001524_AFL68048	MiBIG	-	Sulfurospirillum barnesii SES-3	NRP-Polyketide	NRP-Polyketide	barnesin A	100
BGC0000212_EDY42552	MiBIG	-	Streptomyces sp. SPB74	Polyketide	Polyketide	cinerubin B	100
BGC0001409_AKD43507	MiBIG	-	Streptomyces minoensis	Polyketide	Polyketide	dutomycin	100
BGC0001061_ACN64842	MiBIG	-	Streptomyces diastatochromogenes	Polyketide-Saccharide	Polyketide-Saccharide	polyketomycin	100
BGC0000193_AAF73451	MiBIG	-	Streptomyces galilaeus	Polyketide	Polyketide	aclacinomycin	100
BGC0000194_CAC44198	MiBIG	-	Streptomyces coelicolor A3(2)	Polyketide	Polyketide	actinorhodin	100
BGC0000238_ABX71104	MiBIG	-	Streptomyces rishiriensis	Polyketide	Polyketide	lactonamycin	100
BGC0000459_AGN74872	MiBIG	-	Streptomyces griseoviridis	NRP-Polyketide	NRP-Polyketide	griseoviridin-viridogrisein	100
BGC0000213_AIL50163	MiBIG	-	Streptomyces aureus	Polyketide	Polyketide	colabomycin	100
BGC0000038_CAC37890	MiBIG	-	Streptomyces coelicolor A3(2)	Polyketide	Polyketide	coelimycin	100
BGC0001500_AMX23318	MiBIG	-	Actinoallomurus sp. ID145698	Polyketide	Polyketide	allocyclinone	100
BGC0000625_BAN83931	MiBIG	-	Streptomyces olivoviridis	RiPP	RiPP	thioviridamide	100
BGC0001803_BAN83931	MiBIG	-	Streptomyces olivoviridis	RiPP	RiPP	thioviridamide	100
BGC0001083_AGH68919	MiBIG	-	Streptomyces sp. CNH189	Polyketide-Terpene	Polyketide-Terpene	merochlorin	100
BGC0001204_BAQ21957	MiBIG	-	Streptomyces versipellis	Polyketide	Polyketide	versipelostatin	100
BGC0000028_ADC79626	MiBIG	-	Streptomyces lohii	Polyketide	Polyketide	bafilomycin	100
BGC0000059_BAC68120	MiBIG	-	Streptomyces avermitilis MA-4680 = NBRC 14893	Polyketide	Polyketide	filipin	100
BGC0000201_ADM72850	MiBIG	-	Streptomyces aureofaciens	Polyketide-Saccharide	Polyketide-Saccharide	auricin	100
BGC0001083_AGH68921	MiBIG	-	Streptomyces sp. CNH189	Polyketide-Terpene	Polyketide-Terpene	merochlorin	100
BGC0001731_AIE54180	MiBIG	-	Streptomyces paulus	Other	Other	paulomycin	100
BGC0000227_CAA09630	MiBIG	-	Streptomyces violaceoruber	Polyketide	Polyketide	granaticin	100
BGC0001801_CCA53792	MiBIG	-	Streptomyces venezuelae ATCC 10712	NRP	NRP	thiazostatin-watasemycin A-watasemycin B-2-hydroxyphenylthiazoline enantiopyochelin-isopyochelin	100
BGC0000164_BAE93738	MiBIG	-	Streptomyces sp. NRRL 11266	Polyketide	Polyketide	tetronomycin	100
BGC0001179_AHL46719	MiBIG	-	Streptomyces bottropensis	Polyketide	Polyketide	rishirilide B	100
BGC0000001_AEK75492	MiBIG	-	Verrucosispora maris AB-18-032	Polyketide	Polyketide	abyssomicin	100
BGC0000269_ADE34517	MiBIG	-	Streptomyces sp. SF2575	Other-Polyketide-Saccharide	Other-Polyketide-Saccharide	SF2575	100
BGC0001732_AIE54233	MiBIG	-	Streptomyces sp. YN86	Other	Other	paulomycin	100
BGC0000001_AEK75495	MiBIG	-	Verrucosispora maris AB-18-032	Polyketide	Polyketide	abyssomicin	100
BGC0000197_ABL09963	MiBIG	-	Streptomyces echinatus	Polyketide-Saccharide	Polyketide-Saccharide	aranciamycin	100
BGC0000877_ABX24503	MiBIG	-	Streptomyces cacaoi subsp. asoensis	Other	Other	polyoxin	100
BGC0001503_ATV95651	MiBIG	-	Amycolatopsis sp.	Polyketide	Polyketide	amycolamycin A-amycolamycin B	100
BGC0000238_ABX71106	MiBIG	-	Streptomyces rishiriensis	Polyketide	Polyketide	lactonamycin	100
BGC0000952_CBW45751	MiBIG	-	Streptomyces pristinaespiralis	NRP-Polyketide	NRP-Polyketide	pristinamycin	100
BGC0000315_CAB38588	MiBIG	-	Streptomyces coelicolor A3(2)	NRP	NRP	calcium-dependent antibiotic	100
BGC0001074_KDN80039	MiBIG	-	Streptomyces olindensis	Polyketide-Saccharide	Polyketide-Saccharide	cosmomycin D	100
BGC0000340_AHN91929	MiBIG	-	Streptomyces sp. LZ35	NRP	NRP	echosides	100
BGC0000394_AGD80615	MiBIG	-	Streptomyces lusitanus	NRP	NRP	naphthyridinomycin	100
BGC0000952_CBW45731	MiBIG	-	Streptomyces pristinaespiralis	NRP-Polyketide	NRP-Polyketide	pristinamycin	100
BGC0000081_AFV52162	MiBIG	-	Streptoalloteichus sp. ATCC 53650	Polyketide	Polyketide	kedarcidin	100
BGC0001622_ARG41913	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	isatropolone A-isotropolone B-isotropolone C	100
BGC0000021_AEP40943	MiBIG	-	Nocardiopsis sp. FU40	Polyketide	Polyketide	apoptolidin	100
BGC0000230_AAM33680	MiBIG	-	Streptomyces sp. JP95	Polyketide	Polyketide	griseorhodin	100
BGC0000195_ACI88877	MiBIG	-	Streptomyces sp. CM020	Polyketide	Polyketide	alnumycin	100
BGC0000414_BAO84869	MiBIG	-	Streptomyces melanovinaceus	NRP	NRP	quinocarcin	100
BGC0000216_AFU65883	MiBIG	-	Dactylosporangium sp. SC14051	Polyketide	Polyketide	dactylocycline	100
BGC0001292_ALE27495	MiBIG	-	Streptomyces sp. NRRL 12068	Other	Other	A33853	100
BGC0000250_CAA12016	MiBIG	-	Streptomyces nogalater	Polyketide-Saccharide	Polyketide-Saccharide	nogalamycin	100
BGC0001368_WP_051700101	MiBIG	-	Streptomyces sp. NRRL F-4474	NRP	NRP	tambromycin	100
BGC0000242_CAM34372	MiBIG	-	Streptomyces tendae	Polyketide	Polyketide	lysolipin	100
BGC0001719_AWM72913	MiBIG	-	Streptomyces olivaceus	Polyketide	Polyketide	olimycin A-olimycin B	100
BGC0001169_AHE80990	MiBIG	-	Streptomyces sp. SCSIO 03032	Polyketide	Polyketide	piericidin A1	100
BGC0000503_CAD60533	MiBIG	-	Streptomyces cinnamoneus	RiPP	RiPP	cinnamycin	100
BGC0000822_CAC93708	MiBIG	-	Lechevalieria aerocolonigenes	Alkaloid	Alkaloid	rebeccamycin	100
BGC0000821_BAC10669	MiBIG	-	Lechevalieria aerocolonigenes	Other	Other	rebeccamycin	100
BGC0000201_ADM72849	MiBIG	-	Streptomyces aureofaciens	Polyketide-Saccharide	Polyketide-Saccharide	auricin	100
BGC0000021_AEP40918	MiBIG	-	Nocardiopsis sp. FU40	Polyketide	Polyketide	apoptolidin	100
BGC0001368_WP_063834945	MiBIG	-	Streptomyces sp. NRRL F-4474	NRP	NRP	tambromycin	100
BGC0000238_ABX71098	MiBIG	-	Streptomyces rishiriensis	Polyketide	Polyketide	lactonamycin	100
BGC0000040_AAZ94408	MiBIG	-	Streptomyces neyagawaensis	Polyketide	Polyketide	concanamycin A	100
BGC0000952_CBW45766	MiBIG	-	Streptomyces pristinaespiralis	NRP-Polyketide	NRP-Polyketide	pristinamycin	100
BGC0000163_ACR50789	MiBIG	-	Streptomyces longisporoflavus	Polyketide	Polyketide	tetronasin	100
BGC0001292_ALE27491	MiBIG	-	Streptomyces sp. NRRL 12068	Other	Other	A33853	100
BGC0001568_ATJ00782	MiBIG	-	Streptomyces sp. SCSIO 1666	Polyketide	Polyketide	cytorhodin	100
BGC0000212_EDY42525	MiBIG	-	Streptomyces sp. SPB74	Polyketide	Polyketide	cinerubin B	100
BGC0001348_WP_030890475	MiBIG	-	Streptomyces varsoviensis	Polyketide	Polyketide	JBIR-100	100
BGC0001065_AEZ64593	MiBIG	-	Streptomyces chromofuscus	Polyketide	Polyketide	herboxidiene	100
BGC0000376_BAP16683	MiBIG	-	Streptomyces sp. Sp080513GE-23	NRP	NRP	JBIR-34,JBIR-35	100
BGC0000021_AEP40927	MiBIG	-	Nocardiopsis sp. FU40	Polyketide	Polyketide	apoptolidin	100
BGC0000190_ADG86334	MiBIG	-	Streptomyces sp. SANK 61196	Polyketide	Polyketide	A-74528	100
BGC0000144_AEZ53968	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0000224_AAQ08934	MiBIG	-	Streptomyces griseus	Polyketide	Polyketide	fredericamycin	100
BGC0001387_AMP46592	MiBIG	-	Streptomyces calvus	Other	Other	nucleocidin	100
BGC0001376_AMK51258	MiBIG	-	Streptosporangium sp. FXJ7.131	Polyketide	Polyketide	hexaricin A-hexaricin B-hexaricin C	100
BGC0001625_APR73628	MiBIG	-	Streptomyces sp. CB01883	Polyketide	Polyketide	isofuranonaphthoquinone	100
BGC0001038_AGC24249	MiBIG	-	Nonomuraea spiralis	NRP-Polyketide	NRP-Polyketide	pyralomicin	100
BGC0001592_AVI10271	MiBIG	-	Streptomyces lunaelactis	Other	Other	ferroverdin	100
BGC0001439_OWA01609	MiBIG	-	Streptomyces sp. CS113	Polyketide-Saccharide	Polyketide-Saccharide	cervimycin	100
BGC0001117_CBZ42156	MiBIG	-	Streptomyces himastatinicus ATCC 53653	NRP	NRP	himastatin	100
BGC0001213_EYT83438	MiBIG	-	Streptomyces sp. Tu 6176	Polyketide	Polyketide	nataxazole	100
BGC0000226_AAP69594	MiBIG	-	Streptomyces griseoflavus	Polyketide	Polyketide	gilvocarcin	100
BGC0001714_WP_039916129	MiBIG	-	Amycolatopsis azurea DSM 43854	NRP-Polyketide	NRP-Polyketide	octacosamicin	100
BGC0000654_ABB69733	MiBIG	-	Streptomyces sp. Tu6071	Saccharide-Terpene	Saccharide-Terpene	phenalinolactone	100
BGC0000150_ABP55181	MiBIG	-	Salinispora tropica CNB-440	NRP-Polyketide	NRP-Polyketide	sporolide	100
BGC0001798_AVV48298	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	tetrapetalone A-tetrapetalone B-tetrapetalone C-tetrapetalone D	100
BGC0000225_AAC18102	MiBIG	-	Streptomyces roseofulvus	Polyketide	Polyketide	frenolicin	100
BGC0001294_WP_031020590	MiBIG	-	Streptomyces sp. MBT28	Other	Other	7-prenylisatin	100
BGC0000889_BAM73630	MiBIG	-	Streptomyces sp. WK-5344	Other	Other	bagremycin	100
BGC0001063_CAA16486	MiBIG	-	Streptomyces coelicolor A3(2)	NRP-Polyketide	NRP-Polyketide	undecylprodigiosin	100
BGC0000191_BAB72052	MiBIG	-	Streptomyces galilaeus	Polyketide	Polyketide	aclacinomycin	100
BGC0001409_AKD43527	MiBIG	-	Streptomyces minoensis	Polyketide	Polyketide	dutomycin	100
BGC0001558_WP_018891721	MiBIG	-	Streptomyces sp. CNT302	Polyketide	Polyketide	cosmomycin C-cosmomycin D	100
BGC0000091_AHF22840	MiBIG	-	Streptomyces sp. CNQ-617	Polyketide	Polyketide	marineosin	100
BGC0001368_WP_063834944	MiBIG	-	Streptomyces sp. NRRL F-4474	NRP	NRP	tambromycin	100
BGC0000192_AAF70113	MiBIG	-	Streptomyces galilaeus	Polyketide	Polyketide	aclacinomycin	100
BGC0001083_AGH68916	MiBIG	-	Streptomyces sp. CNH189	Polyketide-Terpene	Polyketide-Terpene	merochlorin	100
BGC0001660_ARW80048	MiBIG	-	Marinactinospora thermotolerans	RiPP	RiPP	mathermycin	100
BGC0001622_ARG41909	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	isatropolone A-isotropolone B-isotropolone C	100
BGC0001439_OWA01684	MiBIG	-	Streptomyces sp. CS113	Polyketide-Saccharide	Polyketide-Saccharide	cervimycin	100
BGC0000197_ABL09952	MiBIG	-	Streptomyces echinatus	Polyketide-Saccharide	Polyketide-Saccharide	aranciamycin	100
BGC0000841_EFG04565	MiBIG	-	Streptomyces clavuligerus ATCC 27064	Other	Other	alanylclavam	100
BGC0001386_BAU98031	MiBIG	-	Streptomyces sp. RI-77	Polyketide	Polyketide	JBIR-76-JBIR-77	100
BGC0000847_CAD18989	MiBIG	-	Streptomyces cattleya	Other	Other	thienamycin	100
BGC0001177_AHL46700	MiBIG	-	Streptomyces bottropensis	Polyketide	Polyketide	mensacaricin	100
BGC0001666_ATY46596	MiBIG	-	Micromonospora sp. HK160111	Polyketide	Polyketide	microansamycin	100
BGC0001036_AGZ15464	MiBIG	-	Streptomyces sp. MK498-98F14	NRP-Polyketide	NRP-Polyketide	polyoxypeptin	100
BGC0000843_EFG08000	MiBIG	-	Streptomyces clavuligerus ATCC 27064	Other	Other	clavams	100
BGC0000333_ABW00321	MiBIG	-	Salinispora arenicola CNS-205	NRP	NRP	cyclomarin	100
BGC0001295_ALA99205	MiBIG	-	Streptomyces cremeus	Other	Other	cremeomycin	100
BGC0000662_BAG21069	MiBIG	-	Streptomyces griseus subsp. griseus NBRC 13350	Terpene	Terpene	grixazone	100
BGC0000141_CAI94728	MiBIG	-	Streptomyces achromogenes subsp. rubradiris	Polyketide	Polyketide	rubradirin	100
BGC0000609_ADR01065	MiBIG	-	Nocardia sp. ATCC 202099	RiPP	RiPP	nocathiacin	100
BGC0001762_AOZ61200	MiBIG	-	Streptomyces sp. KIB-H033	Alkaloid	Alkaloid	rubrolone A-rubrolone B	100
BGC0000459_AGN74902	MiBIG	-	Streptomyces griseoviridis	NRP-Polyketide	NRP-Polyketide	griseoviridin-viridogrisein	100
BGC0001730_ASA49562	MiBIG	-	Actinoallomurus sp.	Polyketide	Polyketide	paramagnetoquinone 1-paramagnetoquinone 2	100
BGC0001293_ALP32055	MiBIG	-	Streptomyces sp. NCIB 11649	Polyketide	Polyketide	cyclizidine	100
BGC0000123_AAQ84142	MiBIG	-	Streptomyces sp. HK803	Polyketide	Polyketide	phoslactomycin B	100
BGC0000885_BAJ08169	MiBIG	-	Streptomyces murayamaensis	Other	Other	4-hydroxy-3-nitrosobenzamide	100
BGC0001060_ACB47044	MiBIG	-	Micromonospora chersina	Polyketide	Polyketide	dynemicin	100
BGC0000238_ABX71105	MiBIG	-	Streptomyces rishiriensis	Polyketide	Polyketide	lactonamycin	100
BGC0000210_CAE17531	MiBIG	-	Streptomyces griseus subsp. griseus	Polyketide-Saccharide	Polyketide-Saccharide	chromomycin A3	100
BGC0001106_ABS90482	MiBIG	-	Streptomyces albus	NRP-Polyketide	NRP-Polyketide	oxazolomycin	100
BGC0001151_AFH74309	MiBIG	-	Streptomyces antibioticus	Other	Other	clavams	100
BGC0000378_ABV56591	MiBIG	-	Kutzneria sp. 744	NRP	NRP	kutznerides	100
BGC0001382_ALV82462	MiBIG	-	Streptomyces variabilis	NRP-Polyketide	NRP-Polyketide	svaricin	100
BGC0000439_AHH53517	MiBIG	-	Saccharomonospora sp. CNQ490	NRP	NRP	taromycin	100
BGC0000141_CAI94699	MiBIG	-	Streptomyces achromogenes subsp. rubradiris	Polyketide	Polyketide	rubradirin	100
BGC0000429_AEA30287	MiBIG	-	Streptomyces sp. Acta 2897	NRP	NRP	skyllamycin	100
BGC0001764_BAW27698	MiBIG	-	Streptomyces sp. SoC090715LN-17	NRP	NRP	s56-p1	100
BGC0000133_AFI57029	MiBIG	-	Amycolatopsis orientalis	Polyketide	Polyketide	quartromicin	100
BGC0000020_AAM54096	MiBIG	-	Actinosynnema pretiosum subsp. auranticum	Polyketide	Polyketide	ansamitocin	100
BGC0000199_AHA81980	MiBIG	-	uncultured bacterium	Polyketide-Saccharide	Polyketide-Saccharide	arimetamycin	100
BGC0000204_CAM58803	MiBIG	-	Streptomyces sp. A2991200	Polyketide	Polyketide	benastatin	100
BGC0001676_AVR52623	MiBIG	-	Streptomyces sp. FXJ1.235	Alkaloid	Alkaloid	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	100
BGC0001511_AQZ37105	MiBIG	-	Actinosynnema pretiosum subsp. pretiosum	Polyketide	Polyketide	ansamitocin P-3	100
BGC0001444_WP_078569188	MiBIG	-	Streptomyces sp. NTK 937	Other	Other	caboxamycin	100
BGC0001433_SCO70300	MiBIG	-	Streptomyces argillaceus	Polyketide	Polyketide	argimycin P	100
BGC0000118_BAF92590	MiBIG	-	Streptomyces pactum	Polyketide	Polyketide	pactamycin	100
BGC0000119_ACJ24864	MiBIG	-	Streptomyces pactum	Other-Polyketide-Saccharide	Other-Polyketide-Saccharide	pactamycin	100
BGC0000209_AEI98645	MiBIG	-	Streptomyces aureofaciens	Polyketide	Polyketide	chlortetracycline	100
BGC0000230_AAM33679	MiBIG	-	Streptomyces sp. JP95	Polyketide	Polyketide	griseorhodin	100
BGC0000609_ADR01055	MiBIG	-	Nocardia sp. ATCC 202099	RiPP	RiPP	nocathiacin	100
BGC0000274_AFY23047	MiBIG	-	uncultured bacterium	Polyketide	Polyketide	tetarimycin	100
BGC0000038_CAC37881	MiBIG	-	Streptomyces coelicolor A3(2)	Polyketide	Polyketide	coelimycin	100
BGC0001676_AVR52590	MiBIG	-	Streptomyces sp. FXJ1.235	Alkaloid	Alkaloid	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	100
BGC0001649_BBA84072	MiBIG	-	Streptomyces lavendulae	Polyketide	Polyketide	lavendiol	100
BGC0000610_ACR48345	MiBIG	-	Streptomyces actuosus	RiPP	RiPP	nosiheptide	100
BGC0001061_ACN64819	MiBIG	-	Streptomyces diastatochromogenes	Polyketide-Saccharide	Polyketide-Saccharide	polyketomycin	100
BGC0000319_EDY47113	MiBIG	-	Streptomyces clavuligerus ATCC 27064	NRP	NRP	cephamycin C	100
BGC0000583_YP_001827878	MiBIG	-	Streptomyces griseus subsp. griseus NBRC 13350	RiPP	RiPP	grisemycin	100
BGC0001448_ARU08096	MiBIG	-	uncultured bacterium	NRP	NRP	malacidin	100
BGC0000226_AAP69593	MiBIG	-	Streptomyces griseoflavus	Polyketide	Polyketide	gilvocarcin	100
BGC0000206_CAH10160	MiBIG	-	Streptomyces chartreusis	Polyketide	Polyketide	chartreusin	100
BGC0000257_BAG84243	MiBIG	-	Streptomyces griseoviridis	Polyketide	Polyketide	prodigiosin	100
BGC0001332_WP_018540597	MiBIG	-	Streptomyces sp. MspMP-M5	NRP-Polyketide	NRP-Polyketide	microtermolide A	100
BGC0000561_BAJ10692	MiBIG	-	Streptococcus thermophilus	RiPP	RiPP	thermophilin 1277	100
BGC0000498_ACA51941	MiBIG	-	Streptococcus equinus	RiPP	RiPP	bovicin HJ50	100
BGC0001070_CAN89666	MiBIG	-	Streptomyces collinus Tu 365	NRP-Polyketide	NRP-Polyketide	kirromycin	100
BGC0000245_BAC79048	MiBIG	-	Streptomyces sp. AM-7161	Polyketide	Polyketide	medermycin	100
BGC0000972_CAJ76299	MiBIG	-	Escherichia coli	NRP-Polyketide	NRP-Polyketide	colibactin	100
BGC0000288_BAJ19074	MiBIG	-	Streptomyces sp. SANK 62799	NRP	NRP	A-503083	100
BGC0001063_CAD55237	MiBIG	-	Streptomyces coelicolor A3(2)	NRP-Polyketide	NRP-Polyketide	undecylprodigiosin	100
