ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0000264_CAE51186	MiBIG	-	Streptomyces resistomycificus	Polyketide	Polyketide	resistomycin	100
BGC0001590_AQP25560	MiBIG	-	Streptomyces sp. KY5	Polyketide	Polyketide	formicamycins A-M	100
BGC0001662_AWC08650	MiBIG	-	Kitasatospora mediocidica	Polyketide	Polyketide	mediomycin A	100
BGC0000227_CAA09631	MiBIG	-	Streptomyces violaceoruber	Polyketide	Polyketide	granaticin	100
BGC0000128_AAY59074	MiBIG	-	Pseudomonas sp. M18	Polyketide	Polyketide	pyoluteorin	100
BGC0000903_CAJ20013	MiBIG	-	Streptomyces cattleya	Other	Other	fluorometabolite	100
BGC0000195_ACI88885	MiBIG	-	Streptomyces sp. CM020	Polyketide	Polyketide	alnumycin	100
BGC0000202_ADB02863	MiBIG	-	Kibdelosporangium sp. MJ126-NF4	Polyketide	Polyketide	azicemicin	100
BGC0001386_BAU98040	MiBIG	-	Streptomyces sp. RI-77	Polyketide	Polyketide	JBIR-76-JBIR-77	100
BGC0001387_AMP46609	MiBIG	-	Streptomyces calvus	Other	Other	nucleocidin	100
BGC0001619_AKA59096	MiBIG	-	Streptomyces sp. WAC2288	Polyketide	Polyketide	ibomycin	100
BGC0001740_BBA21065	MiBIG	-	Streptomyces avermitilis	NRP-Polyketide	NRP-Polyketide	phthoxazolin	100
BGC0001715_CUX79069	MiBIG	-	Bacillus circulans	NRP	NRP	octapeptin C4	100
BGC0000528_CAN02021	MiBIG	-	Clavibacter michiganensis subsp. michiganensis NCPPB 382	RiPP	RiPP	michiganin A	100
BGC0000809_ABC02804	MiBIG	-	Actinomadura melliaura	Alkaloid	Alkaloid	AT2433	100
BGC0001675_AQW35080	MiBIG	-	Streptomyces griseoruber	Polyketide	Polyketide	murayaquinone	100
BGC0001674_SFF02396	MiBIG	-	Streptomyces mirabilis	RiPP	RiPP	MS-271	100
BGC0001299_ALD83709	MiBIG	-	Sorangium cellulosum	Polyketide	Polyketide	chlorotonil	100
BGC0001581_AAX98178	MiBIG	-	Streptomyces aizunensis	Polyketide	Polyketide	ECO-02301	100
BGC0001406_ALV86857	MiBIG	-	Streptomyces canus	NRP	NRP	telomycin	100
BGC0001694_AVI57436	MiBIG	-	Streptomyces koyangensis	Polyketide	Polyketide	meoabyssomicin-abyssomicin	100
BGC0000058_BAJ16474	MiBIG	-	Streptomyces graminofaciens	Polyketide	Polyketide	FD-891	100
BGC0001063_CAD55237	MiBIG	-	Streptomyces coelicolor A3(2)	NRP-Polyketide	NRP-Polyketide	undecylprodigiosin	100
BGC0000668_AHI58826	MiBIG	-	Hapalosiphon welwitschii UTEX B 1830	Alkaloid-Terpene	Alkaloid-Terpene	welwitindolinone	100
BGC0000458_AAP92509	MiBIG	-	Streptomyces vinaceus	NRP	NRP	viomycin	100
BGC0001370_ALV82366	MiBIG	-	Streptomyces rochei	NRP	NRP	lipopeptide 8D1-1-lipopeptide 8D1-2	100
BGC0001764_BAW27696	MiBIG	-	Streptomyces sp. SoC090715LN-17	NRP	NRP	s56-p1	100
BGC0001755_AWW87431	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	reedsmycins	100
BGC0001094_ABI91455	MiBIG	-	Burkholderia ambifaria AMMD	NRP-Polyketide	NRP-Polyketide	enacyloxin	100
BGC0000200_AHX24716	MiBIG	-	uncultured bacterium	Polyketide-Saccharide	Polyketide-Saccharide	arixanthomycin	100
BGC0000814_ACN29723	MiBIG	-	Nonomuraea longicatena	Alkaloid	Alkaloid	K-252a	100
BGC0000315_CAB38597	MiBIG	-	Streptomyces coelicolor A3(2)	NRP	NRP	calcium-dependent antibiotic	100
BGC0000966_AFD30950	MiBIG	-	Actinoalloteichus sp. WH1-2216-6	NRP-Polyketide	NRP-Polyketide	caerulomycin A	100
BGC0001797_BBA31804	MiBIG	-	Streptomyces anulatus	RiPP	RiPP	telomestatin	100
BGC0001126_AHB62767	MiBIG	-	Fischerella ambigua UTEX 1903	Alkaloid-Terpene	Alkaloid-Terpene	ambiguine	100
BGC0001501_APZ79590	MiBIG	-	Fischerella sp. TAU	Alkaloid	Alkaloid	ambiguine	100
BGC0001594_APZ79557	MiBIG	-	Fischerella muscicola UTEX 1829	Alkaloid	Alkaloid	fischerindole	100
BGC0001612_APB62253	MiBIG	-	Fischerella ambigua UTEX 1903	Alkaloid	Alkaloid	hapalindole-ambiguine	100
BGC0000341_ABD65961	MiBIG	-	Streptomyces fungicidicus	NRP	NRP	enduracidin	100
BGC0000209_AEI98644	MiBIG	-	Streptomyces aureofaciens	Polyketide	Polyketide	chlortetracycline	100
BGC0001623_BAX64259	MiBIG	-	Streptomyces sp. MSC090213JE08	NRP-Polyketide	NRP-Polyketide	ishigamide	100
BGC0001337_AKQ20703	MiBIG	-	uncultured bacterium	Alkaloid	Alkaloid	lazarimide A-lazarimide B-lazarimide C	100
BGC0001101_AAN85491	MiBIG	-	Streptomyces atroolivaceus	NRP-Polyketide	NRP-Polyketide	leinamycin	100
BGC0000827_ABV98184	MiBIG	-	Salinispora arenicola CNS-205	Alkaloid	Alkaloid	staurosporine	100
BGC0000195_ACI88882	MiBIG	-	Streptomyces sp. CM020	Polyketide	Polyketide	alnumycin	100
BGC0001593_ARF06225	MiBIG	-	Streptomyces ficellus	NRP	NRP	ficellomycin	100
BGC0000026_AAK83172	MiBIG	-	Streptomyces viridochromogenes Tue57	Saccharide	Saccharide	avilamycin A	100
BGC0000197_ABL09961	MiBIG	-	Streptomyces echinatus	Polyketide-Saccharide	Polyketide-Saccharide	aranciamycin	100
BGC0001623_BAX64242	MiBIG	-	Streptomyces sp. MSC090213JE08	NRP-Polyketide	NRP-Polyketide	ishigamide	100
BGC0001782_ARP51741	MiBIG	-	Streptomyces sp. SCSIO 03032	Other	Other	spiroindimicins-indimicins-lynamicins	100
BGC0001784_AWH12906	MiBIG	-	Streptomyces seoulensis	Polyketide	Polyketide	streptoseomycin	100
BGC0000998_AFU82608	MiBIG	-	Streptomyces sp. K01-0509	NRP-Polyketide	NRP-Polyketide	guadinomine	100
BGC0001374_ANW12112	MiBIG	-	Streptomyces albogriseolus	Other	Other	thienodolin	100
BGC0000903_CAJ20008	MiBIG	-	Streptomyces cattleya	Other	Other	fluorometabolite	100
BGC0000825_BAC55205	MiBIG	-	Streptomyces sp. TP-A0274	Alkaloid	Alkaloid	staurosporine	100
BGC0001759_AWH12630	MiBIG	-	Amycolatopsis sp.	Polyketide	Polyketide	rifamorpholines	100
BGC0001598_AOE23569	MiBIG	-	Streptomyces diastatochromogenes	NRP-Polyketide	NRP-Polyketide	foxicins A-D	100
BGC0000503_CAD60529	MiBIG	-	Streptomyces cinnamoneus	RiPP	RiPP	cinnamycin	100
BGC0000341_ABD65938	MiBIG	-	Streptomyces fungicidicus	NRP	NRP	enduracidin	100
BGC0000187_ADI58626	MiBIG	-	Streptomyces nodosus subsp. asukaensis	Polyketide	Polyketide	asukamycin	100
BGC0000495_ACR33059	MiBIG	-	Actinoplanes garbadinensis	RiPP	RiPP	actagardine	100
BGC0000136_AAS07758	MiBIG	-	Amycolatopsis mediterranei S699	Polyketide	Polyketide	rifamycin	100
BGC0001287_CQR60475	MiBIG	-	Streptomyces leeuwenhoekii	Polyketide	Polyketide	chaxamycin A-chaxamycin B-chaxamycin C-chaxamycin D	100
BGC0000202_ADB02831	MiBIG	-	Kibdelosporangium sp. MJ126-NF4	Polyketide	Polyketide	azicemicin	100
BGC0001335_AGI62210	MiBIG	-	uncultured bacterium	Alkaloid	Alkaloid	borregomycin A-borregomycin B-borregomycin C-borregomycin D	100
BGC0001783_AFW04595	MiBIG	-	Streptomyces flocculus	Other	Other	streptonigrin	100
BGC0001437_AQZ26579	MiBIG	-	Pseudomonas fluorescens	NRP	NRP	obafluorin	100
BGC0001710_AQZ26579	MiBIG	-	Pseudomonas fluorescens	NRP	NRP	obafluorin	100
BGC0000213_AIL50186	MiBIG	-	Streptomyces aureus	Polyketide	Polyketide	colabomycin	100
BGC0001755_AWW87418	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	reedsmycins	100
BGC0001047_CAD70192	MiBIG	-	Pseudomonas syringae	NRP-Polyketide	NRP-Polyketide	syringolin A	100
BGC0001810_BAU79601	MiBIG	-	Polymorphospora rubra	Polyketide	Polyketide	trehangelin	100
BGC0001580_SCN11969	MiBIG	-	Kitasatospora aburaviensis	Polyketide	Polyketide	ebelactone	100
BGC0000001_AEK75494	MiBIG	-	Verrucosispora maris AB-18-032	Polyketide	Polyketide	abyssomicin	100
BGC0000263_CBH32801	MiBIG	-	Streptomyces ravidus	Polyketide	Polyketide	ravidomycin	100
BGC0000329_ABP88722	MiBIG	-	Pseudomonas corrugata	NRP	NRP	corpeptin	100
BGC0001785_ASZ00166	MiBIG	-	Streptomyces spectabilis	Polyketide	Polyketide	streptovaricin	100
BGC0000625_BAN83929	MiBIG	-	Streptomyces olivoviridis	RiPP	RiPP	thioviridamide	100
BGC0001803_BAN83929	MiBIG	-	Streptomyces olivoviridis	RiPP	RiPP	thioviridamide	100
BGC0001807_ATL73056	MiBIG	-	Streptomyces pactum	NRP-Polyketide	NRP-Polyketide	totopensamide	100
BGC0000211_CBH32096	MiBIG	-	Streptomyces albaduncus	Polyketide	Polyketide	chrysomycin	100
BGC0001740_BBA21085	MiBIG	-	Streptomyces avermitilis	NRP-Polyketide	NRP-Polyketide	phthoxazolin	100
BGC0001625_APR73636	MiBIG	-	Streptomyces sp. CB01883	Polyketide	Polyketide	isofuranonaphthoquinone	100
BGC0001183_AGC09510	MiBIG	-	Streptomyces sp. FXJ7.023	Polyketide	Polyketide	lobophorin	100
BGC0000216_AFU65910	MiBIG	-	Dactylosporangium sp. SC14051	Polyketide	Polyketide	dactylocycline	100
BGC0001334_AEO12719	MiBIG	-	Streptomyces uncialis	Alkaloid	Alkaloid	cladoniamide A, cladoniamide B-cladoniamide C-cladoniamide D-cladoniamide E-cladoniamide F-cladoniamide G	100
BGC0000327_CAJ88627	MiBIG	-	Streptomyces ambofaciens ATCC 23877	NRP	NRP	congocidine	100
BGC0000679_EWM63043	MiBIG	-	Micromonospora sp. M42	Terpene	Terpene	diazepinomicin	100
BGC0001510_ARE72421	MiBIG	-	Streptomyces hygrospinosus	Other	Other	anisomycin	100
BGC0000502_AHJ59541	MiBIG	-	Bacillus cereus	RiPP	RiPP	cerecidin-cerecidin A1-cerecidin A2-cerecidin A3-cerecidin A4-cerecidin A5-cerecidin A6-cerecidin A7	100
BGC0000561_BAJ10692	MiBIG	-	Streptococcus thermophilus	RiPP	RiPP	thermophilin 1277	100
BGC0001592_AVI10281	MiBIG	-	Streptomyces lunaelactis	Other	Other	ferroverdin	100
BGC0001650_ATD51275	MiBIG	-	Lysobacter enzymogenes	NRP	NRP	Le-pyrrolopyrazines	100
BGC0000935_AFB35625	MiBIG	-	Streptomyces antibioticus	Other	Other	esmeraldin	100
BGC0001333_AEF32102	MiBIG	-	uncultured bacterium AB1650	Alkaloid	Alkaloid	BE-54017	100
BGC0001484_AKQ99302	MiBIG	-	Actinomadura sp. ATCC 39365	Other	Other	2'-chloropentostatin-2'-amino-2'-deoxyadenosine	100
BGC0001590_AQP25576	MiBIG	-	Streptomyces sp. KY5	Polyketide	Polyketide	formicamycins A-M	100
BGC0001038_AGC24257	MiBIG	-	Nonomuraea spiralis	NRP-Polyketide	NRP-Polyketide	pyralomicin	100
BGC0000137_ABV97175	MiBIG	-	Salinispora arenicola CNS-205	Polyketide	Polyketide	rifamycin	100
BGC0000498_ACA51941	MiBIG	-	Streptococcus equinus	RiPP	RiPP	bovicin HJ50	100
BGC0001492_ARE67835	MiBIG	-	Streptomyces sp. LC-6-2	Polyketide	Polyketide	abyssomicins M-X	100
BGC0000159_ABW96538	MiBIG	-	Streptomyces spiroverticillatus	Polyketide	Polyketide	tautomycin	100
BGC0000879_ACF06633	MiBIG	-	Streptomyces rimosus	Other	Other	toyocamycin/sangivamycin	100
BGC0000668_AHI58827	MiBIG	-	Hapalosiphon welwitschii UTEX B 1830	Alkaloid-Terpene	Alkaloid-Terpene	welwitindolinone	100
BGC0000516_EDY04301	MiBIG	-	Geobacillus sp. G11MC16	RiPP	RiPP	geobacillin II	100
BGC0000164_BAE93717	MiBIG	-	Streptomyces sp. NRRL 11266	Polyketide	Polyketide	tetronomycin	100
BGC0000994_AAF86399	MiBIG	-	Streptomyces hygroscopicus subsp. ascomyceticus	NRP-Polyketide	NRP-Polyketide	FK520	100
BGC0001676_AVR52586	MiBIG	-	Streptomyces sp. FXJ1.235	Alkaloid	Alkaloid	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	100
BGC0000158_ABV91292	MiBIG	-	Streptomyces griseochromogenes	Polyketide	Polyketide	tautomycetin	100
BGC0000157_ABI94385	MiBIG	-	Streptomyces sp. CK4412	Polyketide	Polyketide	tautomycetin	100
BGC0000889_BAM73640	MiBIG	-	Streptomyces sp. WK-5344	Other	Other	bagremycin	100
BGC0001126_AHB62768	MiBIG	-	Fischerella ambigua UTEX 1903	Alkaloid-Terpene	Alkaloid-Terpene	ambiguine	100
BGC0001501_APZ79591	MiBIG	-	Fischerella sp. TAU	Alkaloid	Alkaloid	ambiguine	100
BGC0001594_APZ79558	MiBIG	-	Fischerella muscicola UTEX 1829	Alkaloid	Alkaloid	fischerindole	100
BGC0001612_APB62254	MiBIG	-	Fischerella ambigua UTEX 1903	Alkaloid	Alkaloid	hapalindole-ambiguine	100
BGC0000826_EFG04608	MiBIG	-	Streptomyces clavuligerus ATCC 27064	Alkaloid	Alkaloid	staurosporine	100
BGC0000106_ADM46353	MiBIG	-	Streptomyces sp. CS	Polyketide	Polyketide	naphthomycin	100
BGC0000235_EHM27498	MiBIG	-	Streptomyces sp. W007	Polyketide	Polyketide	kiamycin	100
BGC0000029_ACO94455	MiBIG	-	Streptomyces sp. DSM 21069	Polyketide	Polyketide	BE-14106	100
BGC0000143_ABG02267	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0001154_ACU71640	MiBIG	-	Catenulispora acidiphila DSM 44928	Other	Other	cacibiocin	100
BGC0000679_EWM63033	MiBIG	-	Micromonospora sp. M42	Terpene	Terpene	diazepinomicin	100
BGC0000495_ACR33063	MiBIG	-	Actinoplanes garbadinensis	RiPP	RiPP	actagardine	100
BGC0001070_CAN89666	MiBIG	-	Streptomyces collinus Tu 365	NRP-Polyketide	NRP-Polyketide	kirromycin	100
BGC0001292_ALE27511	MiBIG	-	Streptomyces sp. NRRL 12068	Other	Other	A33853	100
BGC0000015_AAV37059	MiBIG	-	Streptomyces nodosus	Polyketide	Polyketide	amphotericin	100
BGC0001236_ALJ49925	MiBIG	-	Streptomyces afghaniensis	Polyketide	Polyketide	thiotetroamide	100
BGC0001828_ANZ22990	MiBIG	-	Streptomyces griseus	Polyketide	Polyketide	zincophorin	100
BGC0001359_CUW01167	MiBIG	-	Streptomyces caniferus	Polyketide	Polyketide	PM100117-PM100118	100
BGC0000015_AAV37061	MiBIG	-	Streptomyces nodosus	Polyketide	Polyketide	amphotericin	100
BGC0000333_ABW00328	MiBIG	-	Salinispora arenicola CNS-205	NRP	NRP	cyclomarin	100
BGC0001003_ABB05090	MiBIG	-	Streptomyces aureofaciens	NRP-Polyketide-Saccharide	NRP-Polyketide-Saccharide	lipomycin	100
BGC0001439_OWA01615	MiBIG	-	Streptomyces sp. CS113	Polyketide-Saccharide	Polyketide-Saccharide	cervimycin	100
BGC0000186_ABC34138	MiBIG	-	Burkholderia thailandensis E264	NRP-Polyketide	NRP-Polyketide	thailandamide	100
BGC0000957_AHH25581	MiBIG	-	Streptomyces sp. XZQH13	NRP-Polyketide	NRP-Polyketide	ansatrienin (mycotrienin)	100
BGC0000141_CAI94711	MiBIG	-	Streptomyces achromogenes subsp. rubradiris	Polyketide	Polyketide	rubradirin	100
BGC0000097_ACO94482	MiBIG	-	Streptomyces sp. MP39-85	Polyketide	Polyketide	ML-449	100
BGC0001569_ANZ15846	MiBIG	-	Streptomyces noursei ATCC 11455	NRP	NRP	dechlorocuracomycin	100
BGC0001477_AVV61976	MiBIG	-	Streptomyces sp. ID38640	NRP-Polyketide	NRP-Polyketide	lydicamycin	100
BGC0000123_AAQ84141	MiBIG	-	Streptomyces sp. HK803	Polyketide	Polyketide	phoslactomycin B	100
BGC0001561_KUM69043	MiBIG	-	Streptomyces curacoi	NRP	NRP	curacomycin	100
BGC0001384_BAV16990	MiBIG	-	Streptomyces sp. TK08046	Polyketide	Polyketide	saprolmycin E	100
BGC0001352_CUI25706	MiBIG	-	Streptomyces olivaceus	NRP-Polyketide	NRP-Polyketide	Tu 3010	100
BGC0001814_ATU31817	MiBIG	-	Streptomyces sp. KCB13F003	NRP	NRP	ulleungmycin	100
BGC0000187_ADI58658	MiBIG	-	Streptomyces nodosus subsp. asukaensis	Polyketide	Polyketide	asukamycin	100
BGC0000002_AHH99950	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0000053_ctg1_orf4	MiBIG	-	Streptomyces sp. DSM4137	Polyketide	Polyketide	elaiophylin	100
BGC0001297_ALG65334	MiBIG	-	Streptomyces calvus	NRP	NRP	WS9326	100
BGC0001511_AQZ37093	MiBIG	-	Actinosynnema pretiosum subsp. pretiosum	Polyketide	Polyketide	ansamitocin P-3	100
BGC0001354_CUI25740	MiBIG	-	Streptomyces thiolactonus	NRP-Polyketide	NRP-Polyketide	U-68204	100
BGC0000074_AAY28238	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	herbimycin	100
BGC0001147_AIS24847	MiBIG	-	Streptomyces netropsis	NRP	NRP	distamycin	100
BGC0000703_BAE95486	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000221_ACX83628	MiBIG	-	uncultured soil bacterium V167	Polyketide	Polyketide	erdacin	100
BGC0001204_BAQ21960	MiBIG	-	Streptomyces versipellis	Polyketide	Polyketide	versipelostatin	100
BGC0000020_AAM54086	MiBIG	-	Actinosynnema pretiosum subsp. auranticum	Polyketide	Polyketide	ansamitocin	100
BGC0000546_WP_003950019	MiBIG	-	Streptomyces albus J1074	RiPP	RiPP	SAL-2242	100
BGC0000117_BAB69190	MiBIG	-	Streptomyces avermitilis	Polyketide	Polyketide	oligomycin	100
BGC0000440_CAE53370	MiBIG	-	Actinoplanes teichomyceticus	NRP	NRP	teicoplanin	100
BGC0001658_OAP25798	MiBIG	-	Amycolatopsis sp. M39	Polyketide	Polyketide	macrotermycins	100
BGC0000441_CAG15028	MiBIG	-	Actinoplanes teichomyceticus	NRP	NRP	teicoplanin	100
BGC0000060_AEC13067	MiBIG	-	Streptomyces pulveraceus	Polyketide	Polyketide	fostriecin	100
BGC0000548_AAG32542	MiBIG	-	Streptococcus salivarius	RiPP	RiPP	salivaricin A	100
BGC0001196_AJW76716	MiBIG	-	Streptomyces scopuliridis	NRP	NRP	desotamide	100
BGC0000035_AAS79478	MiBIG	-	Streptomyces bikiniensis	Polyketide	Polyketide	chalcomycin	100
BGC0000662_BAG21067	MiBIG	-	Streptomyces griseus subsp. griseus NBRC 13350	Terpene	Terpene	grixazone	100
BGC0001818_BAV57453	MiBIG	-	Streptomyces sp. SANK 60404	NRP	NRP	vazabitide A	100
BGC0000158_ABV91302	MiBIG	-	Streptomyces griseochromogenes	Polyketide	Polyketide	tautomycetin	100
BGC0001183_AGC09514	MiBIG	-	Streptomyces sp. FXJ7.023	Polyketide	Polyketide	lobophorin	100
BGC0000679_EWM63032	MiBIG	-	Micromonospora sp. M42	Terpene	Terpene	diazepinomicin	100
BGC0000165_ADU85998	MiBIG	-	Dactylosporangium aurantiacum subsp. hamdenensis	Polyketide	Polyketide	tiacumicin B	100
BGC0001702_ARS01466	MiBIG	-	Saccharothrix syringae	NRP-Polyketide	NRP-Polyketide	nocamycin	100
BGC0001787_AOT85886	MiBIG	-	Streptococcus suis	RiPP	RiPP	suicin 3908	100
BGC0000126_BAH02275	MiBIG	-	Streptomyces platensis	Polyketide	Polyketide	pladienolide	100
BGC0001073_AFJ52719	MiBIG	-	Micromonospora sp. TP-A0468	NRP-Polyketide	NRP-Polyketide	kosinostatin	100
BGC0001807_ATL73051	MiBIG	-	Streptomyces pactum	NRP-Polyketide	NRP-Polyketide	totopensamide	100
BGC0001145_WP_004943488	MiBIG	-	Streptomyces mobaraensis NBRC 13819 = DSM 40847	RiPP	RiPP	cyclothiazomycin B	100
BGC0000133_AFI57028	MiBIG	-	Amycolatopsis orientalis	Polyketide	Polyketide	quartromicin	100
BGC0001619_AKA59104	MiBIG	-	Streptomyces sp. WAC2288	Polyketide	Polyketide	ibomycin	100
BGC0000116_ABV83232	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000899_AAM88362	MiBIG	-	Streptomyces narbonensis	Other	Other	desosamine	100
BGC0001662_AWC08668	MiBIG	-	Kitasatospora mediocidica	Polyketide	Polyketide	mediomycin A	100
BGC0000603_ACS50126	MiBIG	-	Streptomyces hygroscopicus	RiPP	RiPP	cyclothiazomycin	100
BGC0001773_ANY10582	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0001666_ATY46584	MiBIG	-	Micromonospora sp. HK160111	Polyketide	Polyketide	microansamycin	100
BGC0000052_AAX98205	MiBIG	-	Streptomyces aizunensis	Polyketide	Polyketide	ECO-02301	100
BGC0001581_AAX98205	MiBIG	-	Streptomyces aizunensis	Polyketide	Polyketide	ECO-02301	100
BGC0000034_AAQ82552	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	candicidin	100
BGC0000061_AAQ82552	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	FR-008	100
BGC0001046_CBA11556	MiBIG	-	Streptomyces lydicus	NPR-Polyketide-Saccharide	NPR-Polyketide-Saccharide	streptolydigin	100
BGC0001491_OJF16279	MiBIG	-	Couchioplanes caeruleus subsp. caeruleus	Polyketide	Polyketide	67-121C	100
BGC0000163_ACR50800	MiBIG	-	Streptomyces longisporoflavus	Polyketide	Polyketide	tetronasin	100
BGC0001808_APT68170	MiBIG	-	Streptomyces diastatochromogenes	Other	Other	toyocamycin	100
BGC0000881_AFV92621	MiBIG	-	Streptomyces ahygroscopicus subsp. wuzhouensis	Other	Other	toyocamycin	100
BGC0000392_ACU36651	MiBIG	-	Actinosynnema mirum DSM 43827	NRP	NRP	mirubactin	100
BGC0000960_ABY83185	MiBIG	-	Streptomyces sahachiroi	NRP-Polyketide	NRP-Polyketide	azinomycin B	100
BGC0001349_AKD43767	MiBIG	-	Streptomyces sp. SCSIO 03032	NRP-Polyketide	NRP-Polyketide	heronamide	100
BGC0000665_CCH63730	MiBIG	-	Streptomyces sp. HKI0576	Alkaloid-Terpene	Alkaloid-Terpene	xiamycin	100
BGC0000042_BAO66546	MiBIG	-	Streptomyces sp. MJ635-86F5	Polyketide	Polyketide	cremimycin	100
BGC0000666_AFK78073	MiBIG	-	Streptomyces sp. SCSIO 02999	Terpene	Terpene	xiamycin	100
BGC0000075_AFV30245	MiBIG	-	Streptomyces sp. LZ35	Polyketide	Polyketide	hygrocin	100
BGC0000066_AAO06930	MiBIG	-	Streptomyces hygroscopicus	Polyketide	Polyketide	geldanamycin	100
BGC0000502_AHJ59537	MiBIG	-	Bacillus cereus	RiPP	RiPP	cerecidin-cerecidin A1-cerecidin A2-cerecidin A3-cerecidin A4-cerecidin A5-cerecidin A6-cerecidin A7	100
BGC0001119_CCP20059	MiBIG	-	Streptomyces sp. HKI0576	Polyketide	Polyketide	divergolide	100
BGC0001671_AQX14438	MiBIG	-	Agrobacterium tumefaciens	NRP	NRP	monobactam	100
BGC0001709_AVX51112	MiBIG	-	Streptomyces albulus	Polyketide	Polyketide	nystatin	100
BGC0000885_BAJ08165	MiBIG	-	Streptomyces murayamaensis	Other	Other	4-hydroxy-3-nitrosobenzamide	100
BGC0000553_WP_006127364	MiBIG	-	Streptomyces roseosporus NRRL 15998	RiPP	RiPP	SRO15-2212	100
BGC0001355_CUI25723	MiBIG	-	Streptomyces sp. MG11	NRP-Polyketide	NRP-Polyketide	U-68204	100
BGC0000115_AAF71780	MiBIG	-	Streptomyces noursei ATCC 11455	Polyketide-Saccharide	Polyketide-Saccharide	nystatin	100
BGC0000273_CAJ42326	MiBIG	-	Streptomyces steffisburgensis	Polyketide-Saccharide	Polyketide-Saccharide	steffimycin	100
BGC0001178_AGS77334	MiBIG	-	Actinoplanes sp. ATCC 53533	NRP	NRP	UK-68,597	100
BGC0001045_AFR69342	MiBIG	-	Pseudomonas sp. Q71576	NRP-Polyketide	NRP-Polyketide	spiruchostatin	100
BGC0001709_AVX51110	MiBIG	-	Streptomyces albulus	Polyketide	Polyketide	nystatin	100
BGC0001052_ADC79646	MiBIG	-	Streptomyces sp. 307-9	NRP-Polyketide	NRP-Polyketide	tirandamycin	100
BGC0001773_ANY10574	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0000496_BAG19222	MiBIG	-	Streptomyces griseus subsp. griseus NBRC 13350	RiPP	RiPP	AmfS	100
BGC0001381_AJO72715	MiBIG	-	Nocardia terpenica	Polyketide	Polyketide	brasilinolide A-brasilinolide B-brasilinolide C	100
BGC0001491_OJF16284	MiBIG	-	Couchioplanes caeruleus subsp. caeruleus	Polyketide	Polyketide	67-121C	100
BGC0000115_AAF71778	MiBIG	-	Streptomyces noursei ATCC 11455	Polyketide-Saccharide	Polyketide-Saccharide	nystatin	100
BGC0001798_AVV48274	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	tetrapetalone A-tetrapetalone B-tetrapetalone C-tetrapetalone D	100
BGC0001150_AMEG_HIPS_SALB_00483	MiBIG	-	Streptomyces alboniger DSM 40043 Unclassified.	Polyketide	Polyketide	pamamycin	100
BGC0000095_AGI61670	MiBIG	-	Micromonospora sp. CMS I2-32	Polyketide	Polyketide	micromonolactam	100
BGC0000034_AAQ82554	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	candicidin	100
BGC0000061_AAQ82554	MiBIG	-	Streptomyces sp. FR-008	Polyketide	Polyketide	FR-008	100
BGC0001303_ALA09379	MiBIG	-	Micromonospora sp. RL09-050-HVF-A	Polyketide	Polyketide	lobosamide	100
BGC0000151_CAJ88194	MiBIG	-	Streptomyces ambofaciens ATCC 23877	Polyketide-Saccharide	Polyketide-Saccharide	stambomycin	100
BGC0000373_EFG10351	MiBIG	-	Streptomyces clavuligerus ATCC 27064	NRP	NRP	holomycin	100
BGC0001233_ALK27903	MiBIG	-	Streptomyces sp. DSM 11171	NRP	NRP	feglymycin	100
BGC0000379_AEF16031	MiBIG	-	Streptomyces viridochromogenes	NRP	NRP	laspartomycin	100
BGC0001770_ANH11411	MiBIG	-	Streptomyces sp. SD85	Polyketide	Polyketide	sceliphrolactam	100
BGC0001770_ANH11420	MiBIG	-	Streptomyces sp. SD85	Polyketide	Polyketide	sceliphrolactam	100
BGC0001146_AID54697	MiBIG	-	Streptomyces sp. NRRL WC-3908	RiPP	RiPP	cyclothiazomycin C	100
BGC0000135_BAK64651	MiBIG	-	Streptomyces sp. SN-593	Polyketide	Polyketide	reveromycin	100
BGC0000439_AHH53518	MiBIG	-	Saccharomonospora sp. CNQ490	NRP	NRP	taromycin	100
BGC0000040_AAZ94383	MiBIG	-	Streptomyces neyagawaensis	Polyketide	Polyketide	concanamycin A	100
BGC0001477_AVV61973	MiBIG	-	Streptomyces sp. ID38640	NRP-Polyketide	NRP-Polyketide	lydicamycin	100
