ID	Region__autocolor	Organism__autocolor	Type_1__autocolor	Type_2__autocolor	Product__autocolor	Similarity
BGC0000857_ABY40743	MiBIG	-	Methylophaga alcalica	Other	Other	ectoine	100
BGC0001714_WP_005152872	MiBIG	-	Amycolatopsis azurea DSM 43854	NRP-Polyketide	NRP-Polyketide	octacosamicin	100
BGC0000861_ACI12947	MiBIG	-	Shewanella sp. BR-2	Other	Other	eicosapentaenoic acid	100
BGC0000336_AAX31566	MiBIG	-	Streptomyces roseosporus NRRL 11379	NRP	NRP	daptomycin	100
BGC0000264_CAE51186	MiBIG	-	Streptomyces resistomycificus	Polyketide	Polyketide	resistomycin	100
BGC0001070_CAN89667	MiBIG	-	Streptomyces collinus Tu 365	NRP-Polyketide	NRP-Polyketide	kirromycin	100
BGC0001534_AVE17166	MiBIG	-	Streptomyces filamentosus	Other	Other	branched-chain fatty acids	100
BGC0000498_ACA51941	MiBIG	-	Streptococcus equinus	RiPP	RiPP	bovicin HJ50	100
BGC0001676_AVR52614	MiBIG	-	Streptomyces sp. FXJ1.235	Alkaloid	Alkaloid	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	100
BGC0000595_NP_626685	MiBIG	-	Streptomyces coelicolor A3(2)	RiPP	RiPP	SCO-2138	100
BGC0000596_WP_003976364	MiBIG	-	Streptomyces lividans TK24	RiPP	RiPP	SLI-2138	100
BGC0001288_BAQ25495	MiBIG	-	Micromonospora sp. GMKU326	Polyketide	Polyketide	maklamicin	100
BGC0000772_AAC98622	MiBIG	-	Brucella melitensis	Saccharide	Saccharide	lipopolysaccharide	100
BGC0000133_AFI56998	MiBIG	-	Amycolatopsis orientalis	Polyketide	Polyketide	quartromicin	100
BGC0001740_BBA21065	MiBIG	-	Streptomyces avermitilis	NRP-Polyketide	NRP-Polyketide	phthoxazolin	100
BGC0000379_AEG64693	MiBIG	-	Streptomyces viridochromogenes	NRP	NRP	laspartomycin	100
BGC0001295_ALA99207	MiBIG	-	Streptomyces cremeus	Other	Other	cremeomycin	100
BGC0001381_AJO72772	MiBIG	-	Nocardia terpenica	Polyketide	Polyketide	brasilinolide A-brasilinolide B-brasilinolide C	100
BGC0001476_AVT42373	MiBIG	-	Streptomyces sp.	Other	Other	pseudouridimycin	100
BGC0001522_AWR88383	MiBIG	-	Streptomyces filamentosus	Polyketide	Polyketide	auroramycin	100
BGC0001477_AVV61995	MiBIG	-	Streptomyces sp. ID38640	NRP-Polyketide	NRP-Polyketide	lydicamycin	100
BGC0000002_AHH99948	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0000700_CAI60005	MiBIG	-	Streptomyces tenjimariensis	Saccharide	Saccharide	istamycin	100
BGC0001592_AVI10281	MiBIG	-	Streptomyces lunaelactis	Other	Other	ferroverdin	100
BGC0001555_YP_002539390	MiBIG	-	Escherichia coli chi7122	RiPP	RiPP	colicin V	100
BGC0001312_CAY48794	MiBIG	-	Pseudomonas fluorescens SBW25	NRP	NRP	viscosin	100
BGC0000700_CAH60144	MiBIG	-	Streptomyces tenjimariensis	Saccharide	Saccharide	istamycin	100
BGC0000135_BAK64632	MiBIG	-	Streptomyces sp. SN-593	Polyketide	Polyketide	reveromycin	100
BGC0001138_AET51839	MiBIG	-	Marinactinospora thermotolerans	Other	Other	A201A	100
BGC0000883_AGG35693	MiBIG	-	Streptomyces arginensis	Other	Other	arginomycin	100
BGC0000889_BAM73640	MiBIG	-	Streptomyces sp. WK-5344	Other	Other	bagremycin	100
BGC0000862_AAB81122	MiBIG	-	Shewanella sp. SCRC-2738	Other	Other	eicosapentaenoic acid	100
BGC0001556_AWO77092	MiBIG	-	Streptomyces sp.	NRP-Polyketide	NRP-Polyketide	combamide	100
BGC0001814_ATU31807	MiBIG	-	Streptomyces sp. KCB13F003	NRP	NRP	ulleungmycin	100
BGC0000091_AHF22844	MiBIG	-	Streptomyces sp. CNQ-617	Polyketide	Polyketide	marineosin	100
BGC0001070_CAN89614	MiBIG	-	Streptomyces collinus Tu 365	NRP-Polyketide	NRP-Polyketide	kirromycin	100
BGC0000130_ABO15869	MiBIG	-	Streptomyces vitaminophilus	Polyketide	Polyketide	pyrrolomycin	100
BGC0000065_ADE22342	MiBIG	-	Streptomyces galbus	Polyketide	Polyketide	galbonolides	100
BGC0000135_BAK64630	MiBIG	-	Streptomyces sp. SN-593	Polyketide	Polyketide	reveromycin	100
BGC0000652_ABS50498	MiBIG	-	Streptomyces sp. CNQ525	Terpene	Terpene	napyradiomycin	100
BGC0001715_CUX79069	MiBIG	-	Bacillus circulans	NRP	NRP	octapeptin C4	100
BGC0001236_ALJ49925	MiBIG	-	Streptomyces afghaniensis	Polyketide	Polyketide	thiotetroamide	100
BGC0001354_CUI25740	MiBIG	-	Streptomyces thiolactonus	NRP-Polyketide	NRP-Polyketide	U-68204	100
BGC0001392_ACU62764	MiBIG	-	Chitinophaga pinensis DSM 2588	RiPP	RiPP	pinensins	100
BGC0000165_ADU86009	MiBIG	-	Dactylosporangium aurantiacum subsp. hamdenensis	Polyketide	Polyketide	tiacumicin B	100
BGC0000093_ADC45530	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	meilingmycin	100
BGC0001352_CUI25706	MiBIG	-	Streptomyces olivaceus	NRP-Polyketide	NRP-Polyketide	Tu 3010	100
BGC0000253_CAG14975	MiBIG	-	Streptomyces antibioticus	Polyketide	Polyketide	oviedomycin	100
BGC0001063_CAD55237	MiBIG	-	Streptomyces coelicolor A3(2)	NRP-Polyketide	NRP-Polyketide	undecylprodigiosin	100
BGC0000413_AAY93341	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	pyoverdine	100
BGC0001133_CBJ79909	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0001079_ABS50470	MiBIG	-	Streptomyces aculeolatus	Polyketide-Terpene	Polyketide-Terpene	napyradiomycin	100
BGC0001283_WP_016325505	MiBIG	-	Streptomyces lividans 1326	Polyketide	Polyketide	arsenopolyketides	100
BGC0000093_ADC45558	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	meilingmycin	100
BGC0000926_ADB43066	MiBIG	-	Bacillus subtilis subsp. spizizenii ATCC 6633	Other	Other	rhizocticin	100
BGC0001004_AGI99509	MiBIG	-	Streptomyces sp. SCSIO 01127	Polyketide	Polyketide	lobophorin	100
BGC0001133_CBJ79894	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0001133_CBJ79899	MiBIG	-	Xenorhabdus bovienii SS-2004	NRP	NRP	taxlllaid	100
BGC0000122_AHN85648	MiBIG	-	Nannocystis pusilla	Polyketide	Polyketide	phenylnannolone A	100
BGC0000385_AEH59048	MiBIG	-	Lysobacter sp. ATCC 53042	NRP	NRP	lysobactin	100
BGC0000002_AHH99932	MiBIG	-	Kutzneria albida DSM 43870	Polyketide	Polyketide	aculeximycin	100
BGC0000717_CAH94358	MiBIG	-	Streptomyces griseus subsp. griseus	Saccharide	Saccharide	streptomycin	100
BGC0000279_ADE22305	MiBIG	-	Streptomyces flavogriseus	Polyketide	Polyketide	xantholipin	100
BGC0000289_CAD91201	MiBIG	-	Nonomuraea sp. ATCC 39727	NRP-Saccharide	NRP-Saccharide	A40926	100
BGC0000291_AAZ23070	MiBIG	-	Streptomyces fradiae	NRP	NRP	A54145	100
BGC0001093_AAY32960	MiBIG	-	Sorangium cellulosum	NRP-Polyketide	NRP-Polyketide	disorazole	100
BGC0001093_AAY32957	MiBIG	-	Sorangium cellulosum	NRP-Polyketide	NRP-Polyketide	disorazole	100
BGC0001038_AGC24257	MiBIG	-	Nonomuraea spiralis	NRP-Polyketide	NRP-Polyketide	pyralomicin	100
BGC0000413_AAY93396	MiBIG	-	Pseudomonas protegens Pf-5	NRP	NRP	pyoverdine	100
BGC0000026_AAK83172	MiBIG	-	Streptomyces viridochromogenes Tue57	Saccharide	Saccharide	avilamycin A	100
BGC0000172_ERM18782	MiBIG	-	Brevibacillus laterosporus PE36	Polyketide	Polyketide	basiliskamides	100
BGC0001582_AIW58894	MiBIG	-	Nonomuraea sp. MJM5123	NRP	NRP	ecumicin	100
BGC0000457_ABC94352	MiBIG	-	Rhizobium etli CFN 42	NRP	NRP	vicibactin	100
BGC0000333_ABW00327	MiBIG	-	Salinispora arenicola CNS-205	NRP	NRP	cyclomarin	100
BGC0000144_AEZ53941	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0001245_AHV78244	MiBIG	-	Lasiodiplodia theobromae	Polyketide	Polyketide	lasiodiplodin	100
BGC0001406_ALV86863	MiBIG	-	Streptomyces canus	NRP	NRP	telomycin	100
BGC0001676_AVR52586	MiBIG	-	Streptomyces sp. FXJ1.235	Alkaloid	Alkaloid	mycemycin A-mycemycin B-mycemycin C-mycemycin D-mycemycin E	100
BGC0001532_ATY37601	MiBIG	-	Brevibacillus laterosporus	NRP	NRP	bogorol	100
BGC0001623_BAX64242	MiBIG	-	Streptomyces sp. MSC090213JE08	NRP-Polyketide	NRP-Polyketide	ishigamide	100
BGC0000144_AEZ53942	MiBIG	-	Streptomyces albus	Polyketide	Polyketide	salinomycin	100
BGC0001783_AFW04595	MiBIG	-	Streptomyces flocculus	Other	Other	streptonigrin	100
BGC0000081_AFV52118	MiBIG	-	Streptoalloteichus sp. ATCC 53650	Polyketide	Polyketide	kedarcidin	100
BGC0000263_CBH32801	MiBIG	-	Streptomyces ravidus	Polyketide	Polyketide	ravidomycin	100
BGC0000703_BAE95591	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000961_ABC34774	MiBIG	-	Burkholderia thailandensis E264	NRP-Polyketide	NRP-Polyketide	bactobolin	100
BGC0001657_BAV56276	MiBIG	-	Lysobacter sp. RH2180-5	NRP	NRP	lysocin	100
BGC0000509_AFN69429	MiBIG	-	Staphylococcus epidermidis	RiPP	RiPP	epilancin 15X	100
BGC0000918_BAB69149	MiBIG	-	Streptomyces avermitilis	Other	Other	ochronotic pigment	100
BGC0001073_AFJ52689	MiBIG	-	Micromonospora sp. TP-A0468	NRP-Polyketide	NRP-Polyketide	kosinostatin	100
BGC0000387_ABG00043	MiBIG	-	Pseudomonas syringae pv. syringae	NRP	NRP	mangotoxin	100
BGC0001197_ABW11820	MiBIG	-	Frankia sp. EAN1pec	Polyketide	Polyketide	frankiamicin	100
BGC0000116_ABV83234	MiBIG	-	Pseudonocardia autotrophica	Polyketide	Polyketide	nystatin-like Pseudonocardia polyene	100
BGC0000935_AFB35625	MiBIG	-	Streptomyces antibioticus	Other	Other	esmeraldin	100
BGC0000105_AAP42877	MiBIG	-	Streptomyces nanchangensis	Polyketide	Polyketide	nanchangmycin	100
BGC0001787_AOT85886	MiBIG	-	Streptococcus suis	RiPP	RiPP	suicin 3908	100
BGC0001059_ACM79814	MiBIG	-	Bacillus cereus	NRP-Polyketide	NRP-Polyketide	zwittermycin A	100
BGC0000882_AFD20755	MiBIG	-	Streptomyces rimofaciens	Other	Other	mildiomycin	100
BGC0001060_ACB47073	MiBIG	-	Micromonospora chersina	Polyketide	Polyketide	dynemicin	100
BGC0000254_AAZ78324	MiBIG	-	Streptomyces rimosus	Polyketide	Polyketide	oxytetracycline	100
BGC0001801_CCA53794	MiBIG	-	Streptomyces venezuelae ATCC 10712	NRP	NRP	thiazostatin-watasemycin A-watasemycin B-2-hydroxyphenylthiazoline enantiopyochelin-isopyochelin	100
BGC0001500_AMX23337	MiBIG	-	Actinoallomurus sp. ID145698	Polyketide	Polyketide	allocyclinone	100
BGC0000842_AGU42435	MiBIG	-	Streptomyces argenteolus	Other	Other	carbapenem MM 4550	100
BGC0001374_ANW12122	MiBIG	-	Streptomyces albogriseolus	Other	Other	thienodolin	100
BGC0000616_ABS75254	MiBIG	-	Bacillus amyloliquefaciens subsp. plantarum str. FZB42	RiPP	RiPP	amylocyclicin	100
BGC0000316_ABR67760	MiBIG	-	Saccharothrix mutabilis subsp. capreolus	NRP	NRP	capreomycin	100
BGC0001719_AWM72931	MiBIG	-	Streptomyces olivaceus	Polyketide	Polyketide	olimycin A-olimycin B	100
BGC0000227_CAA09631	MiBIG	-	Streptomyces violaceoruber	Polyketide	Polyketide	granaticin	100
BGC0000195_ACI88856	MiBIG	-	Streptomyces sp. CM020	Polyketide	Polyketide	alnumycin	100
BGC0001041_ABP53504	MiBIG	-	Salinispora tropica CNB-440	NRP-Polyketide	NRP-Polyketide	salinosporamide	100
BGC0001088_CAE52323	MiBIG	-	Xanthomonas albilineans	NRP-Polyketide	NRP-Polyketide	albicidin	100
BGC0000145_ABP73639	MiBIG	-	Salinispora tropica	Polyketide	Polyketide	salinosporamide A	100
BGC0000703_BAE95463	MiBIG	-	Streptomyces kanamyceticus	Saccharide	Saccharide	kanamycin	100
BGC0000223_AEE65485	MiBIG	-	uncultured bacterium BAC AB649/1850	Polyketide	Polyketide	fluostatin	100
BGC0000574_ADG11023	MiBIG	-	Caulobacter segnis ATCC 21756	RiPP	RiPP	caulosegnin I-caulosegnin II-caulosegnin III	100
BGC0000115_AAF71780	MiBIG	-	Streptomyces noursei ATCC 11455	Polyketide-Saccharide	Polyketide-Saccharide	nystatin	100
BGC0001196_AJW76701	MiBIG	-	Streptomyces scopuliridis	NRP	NRP	desotamide	100
BGC0000445_CAJ34361	MiBIG	-	Micromonospora sp. ML1	NRP	NRP	thiocoraline	100
BGC0001183_AGC09510	MiBIG	-	Streptomyces sp. FXJ7.023	Polyketide	Polyketide	lobophorin	100
BGC0001040_CAA60472	MiBIG	-	Streptomyces rapamycinicus	NRP-Polyketide	NRP-Polyketide	rapamycin	100
BGC0001807_ATL73056	MiBIG	-	Streptomyces pactum	NRP-Polyketide	NRP-Polyketide	totopensamide	100
BGC0000211_CBH32096	MiBIG	-	Streptomyces albaduncus	Polyketide	Polyketide	chrysomycin	100
BGC0001297_ALG65334	MiBIG	-	Streptomyces calvus	NRP	NRP	WS9326	100
BGC0000821_BAC10684	MiBIG	-	Lechevalieria aerocolonigenes	Other	Other	rebeccamycin	100
BGC0000032_AEH42489	MiBIG	-	Streptomyces chartreusis NRRL 3882	Polyketide	Polyketide	calcimycin	100
BGC0000340_AHN91928	MiBIG	-	Streptomyces sp. LZ35	NRP	NRP	echosides	100
BGC0001533_ALV82344	MiBIG	-	Streptomyces rochei	Polyketide	Polyketide	borrelidin	100
BGC0000268_CAH10127	MiBIG	-	Streptomyces sp. SCC 2136	Polyketide	Polyketide	Sch47554-Sch47555	100
BGC0001647_ONK09693	MiBIG	-	Streptomyces sp. MP131-18	Polyketide	Polyketide	lagunapyrone A-lagunapyrone B-lagunapyrone C	100
BGC0001156_ADD83012	MiBIG	-	Streptomyces platensis	Terpene	Terpene	platencin	100
BGC0001140_ACO31294	MiBIG	-	Streptomyces platensis	Terpene	Terpene	platensimycin-platencin	100
BGC0001491_OJF16284	MiBIG	-	Couchioplanes caeruleus subsp. caeruleus	Polyketide	Polyketide	67-121C	100
BGC0001406_ALV86857	MiBIG	-	Streptomyces canus	NRP	NRP	telomycin	100
BGC0000031_CAE45680	MiBIG	-	Streptomyces parvulus	Polyketide	Polyketide	borrelidin	100
BGC0000446_CDG76949	MiBIG	-	Klebsiella oxytoca	NRP	NRP	tilivalline	100
BGC0001805_CDG76949	MiBIG	-	Klebsiella oxytoca	NRP	NRP	tilivalline	100
BGC0000495_ACR33063	MiBIG	-	Actinoplanes garbadinensis	RiPP	RiPP	actagardine	100
BGC0000666_AFK78069	MiBIG	-	Streptomyces sp. SCSIO 02999	Terpene	Terpene	xiamycin	100
BGC0001726_APD26285	MiBIG	-	Streptomyces pactum	NRP-Polyketide	NRP-Polyketide	pactamides	100
BGC0000159_ABW96549	MiBIG	-	Streptomyces spiroverticillatus	Polyketide	Polyketide	tautomycin	100
BGC0000938_ACG70835	MiBIG	-	Streptomyces fradiae	Other	Other	fosfomycin	100
BGC0000559_AAB91591	MiBIG	-	Bacillus subtilis subsp. spizizenii ATCC 6633	RiPP	RiPP	subtilin	100
BGC0000222_BAJ52669	MiBIG	-	Streptomyces sp. TA-0256	Polyketide	Polyketide	FD-594	100
BGC0000195_ACI88882	MiBIG	-	Streptomyces sp. CM020	Polyketide	Polyketide	alnumycin	100
BGC0000662_BAG21067	MiBIG	-	Streptomyces griseus subsp. griseus NBRC 13350	Terpene	Terpene	grixazone	100
BGC0001154_ACU71642	MiBIG	-	Catenulispora acidiphila DSM 44928	Other	Other	cacibiocin	100
BGC0000213_AIL50187	MiBIG	-	Streptomyces aureus	Polyketide	Polyketide	colabomycin	100
BGC0001773_ANY10580	MiBIG	-	Pseudonocardia sp. HH130630-07	Polyketide	Polyketide	selvamicin	100
BGC0001512_AUI41033	MiBIG	-	Streptomyces sp.	Polyketide	Polyketide	anthrabenzoxocinone	100
BGC0001598_AOE23592	MiBIG	-	Streptomyces diastatochromogenes	NRP-Polyketide	NRP-Polyketide	foxicins A-D	100
BGC0000388_AAU34212	MiBIG	-	Streptomyces hygroscopicus	NRP	NRP	mannopeptimycin	100
