ID	gene	organism	Region	Cluster	Position	Strand	Type	Class1	Class2	Class3	Product	File
fig|6666666.563199.peg.5046	cds3373104_3373566	Streptomyces sp. CC208B	1.10	10	20915..21376	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5047	cds3373543_3374710	Streptomyces sp. CC208B	1.10	10	21354..22520	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5048	cds3374670_3375471	Streptomyces sp. CC208B	1.10	10	22481..23281	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5049	cds3375467_3376100	Streptomyces sp. CC208B	1.10	10	23278..23910	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5050	cds3376069_3376399	Streptomyces sp. CC208B	1.10	10	23880..24209	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5051	cds3376401_3376770	Streptomyces sp. CC208B	1.10	10	24212..24580	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5052	cds3376739_3377300	Streptomyces sp. CC208B	1.10	10	24550..25110	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5053	cds3377296_3377761	Streptomyces sp. CC208B	1.10	10	25107..25571	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5054	cds3377799_3378285	Streptomyces sp. CC208B	1.10	10	25610..26095	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5055	cds3378277_3378571	Streptomyces sp. CC208B	1.10	10	26088..26381	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5056	cds3378599_3379829	Streptomyces sp. CC208B	1.10	10	26410..27639	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5057	cds3379825_3380086	Streptomyces sp. CC208B	1.10	10	27636..27896	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5058	cds3380082_3380796	Streptomyces sp. CC208B	1.10	10	27893..28606	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5059	cds3380792_3381056	Streptomyces sp. CC208B	1.10	10	28603..28866	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5060	cds3381059_3381980	Streptomyces sp. CC208B	1.10	10	28870..29790	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5061	cds3381988_3383209	Streptomyces sp. CC208B	1.10	10	29799..31019	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5062	cds3383309_3383681	Streptomyces sp. CC208B	1.10	10	31120..31491	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5063	cds3383751_3384399	Streptomyces sp. CC208B	1.10	10	31562..32209	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5064	cds3384825_3385764	Streptomyces sp. CC208B	1.10	10	32636..33574	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5065	cds3386174_3386594	Streptomyces sp. CC208B	1.10	10	33985..34404	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5066	cds3386590_3387223	Streptomyces sp. CC208B	1.10	10	34401..35033	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5067	cds3387224_3387962	Streptomyces sp. CC208B	1.10	10	35035..35772	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5068	cds3387958_3388681	Streptomyces sp. CC208B	1.10	10	35769..36491	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5069	cds3388960_3389266	Streptomyces sp. CC208B	1.10	10	36771..37076	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5070	cds3389315_3390206	Streptomyces sp. CC208B	1.10	10	37126..38016	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5071	cds3390734_3390998	Streptomyces sp. CC208B	1.10	10	38545..38808	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5072	cds3391198_3392704	Streptomyces sp. CC208B	1.10	10	39009..40514	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5073	cds3392820_3394452	Streptomyces sp. CC208B	1.10	10	40631..42262	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5074	cds3394587_3394929	Streptomyces sp. CC208B	1.10	10	42398..42739	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5075	cds3394956_3395178	Streptomyces sp. CC208B	1.10	10	42767..42988	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5076	cds3395227_3395596	Streptomyces sp. CC208B	1.10	10	43038..43406	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5077	cds3395596_3395827	Streptomyces sp. CC208B	1.10	10	43407..43637	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5078	cds3395823_3396138	Streptomyces sp. CC208B	1.10	10	43634..43948	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5079	cds3396131_3396380	Streptomyces sp. CC208B	1.10	10	43942..44190	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5080	cds3396376_3396487	Streptomyces sp. CC208B	1.10	10	44187..44297	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5081	cds3396477_3397446	Streptomyces sp. CC208B	1.10	10	44288..45256	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5082	cds3397491_3397785	Streptomyces sp. CC208B	1.10	10	45302..45595	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5083	cds3397808_3398435	Streptomyces sp. CC208B	1.10	10	45619..46245	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5084	cds3398416_3398701	Streptomyces sp. CC208B	1.10	10	46227..46511	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5085	cds3398797_3399073	Streptomyces sp. CC208B	1.10	10	46608..46883	-	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5086	cds3399159_3399819	Streptomyces sp. CC208B	1.10	10	46970..47629	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5087	cds3399818_3400460	Streptomyces sp. CC208B	1.10	10	47629..48270	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5088	cds3400456_3400765	Streptomyces sp. CC208B	1.10	10	48267..48575	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5089	cds3400730_3401651	Streptomyces sp. CC208B	1.10	10	48541..49461	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5090	cds3401635_3402157	Streptomyces sp. CC208B	1.10	10	49446..49967	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5091	cds3402211_3403297	Streptomyces sp. CC208B	1.10	10	50022..51107	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5092	cds3403281_3403530	Streptomyces sp. CC208B	1.10	10	51092..51340	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5093	cds3403496_3403943	Streptomyces sp. CC208B	1.10	10	51307..51753	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5094	cds3403939_3404323	Streptomyces sp. CC208B	1.10	10	51750..52133	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5095	cds3404295_3405222	Streptomyces sp. CC208B	1.10	10	52106..53032	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5096	cds3405218_3405653	Streptomyces sp. CC208B	1.10	10	53029..53463	+	PKS-like T3PKS	Polyketide			A-47934	tig00000001
fig|6666666.563199.peg.5532	cds3696403_3696586	Streptomyces sp. CC208B	1.11	11	193..375	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5533	cds3696654_3697158	Streptomyces sp. CC208B	1.11	11	444..947	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5534	cds3697242_3698337	Streptomyces sp. CC208B	1.11	11	1032..2126	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5535	cds3698526_3699159	Streptomyces sp. CC208B	1.11	11	2316..2948	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5536	cds3699159_3699561	Streptomyces sp. CC208B	1.11	11	2949..3350	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5537	cds3699549_3699954	Streptomyces sp. CC208B	1.11	11	3339..3743	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5538	cds3700098_3700245	Streptomyces sp. CC208B	1.11	11	3888..4034	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5539	cds3700476_3701205	Streptomyces sp. CC208B	1.11	11	4266..4994	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5540	cds3701211_3701865	Streptomyces sp. CC208B	1.11	11	5001..5654	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5541	cds3701858_3702290	Streptomyces sp. CC208B	1.11	11	5648..6079	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5542	cds3702406_3703276	Streptomyces sp. CC208B	1.11	11	6196..7065	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5543	cds3703233_3703584	Streptomyces sp. CC208B	1.11	11	7023..7373	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5544	cds3703565_3704636	Streptomyces sp. CC208B	1.11	11	7355..8425	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5545	cds3704988_3705108	Streptomyces sp. CC208B	1.11	11	8778..8897	+	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5546	cds3705220_3705661	Streptomyces sp. CC208B	1.11	11	9010..9450	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5547	cds3705657_3705870	Streptomyces sp. CC208B	1.11	11	9447..9659	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.5548	cds3705956_3706811	Streptomyces sp. CC208B	1.11	11	9746..10600	-	butyrolactone	Other			azicemicin B	tig00000001
fig|6666666.563199.peg.645	cds433694_434774	Streptomyces sp. CC208B	1.2	2	1..1080	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.646	cds435274_437233	Streptomyces sp. CC208B	1.2	2	1581..3539	-	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.647	cds437477_438152	Streptomyces sp. CC208B	1.2	2	3784..4458	-	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.648	cds438537_438795	Streptomyces sp. CC208B	1.2	2	4844..5101	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.649	cds439084_440071	Streptomyces sp. CC208B	1.2	2	5391..6377	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.650	cds440126_440333	Streptomyces sp. CC208B	1.2	2	6433..6639	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.651	cds440412_441756	Streptomyces sp. CC208B	1.2	2	6719..8062	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.652	cds441707_442781	Streptomyces sp. CC208B	1.2	2	8014..9087	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.653	cds442833_443112	Streptomyces sp. CC208B	1.2	2	9140..9418	-	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.654	cds443353_443869	Streptomyces sp. CC208B	1.2	2	9660..10175	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.655	cds443865_444201	Streptomyces sp. CC208B	1.2	2	10172..10507	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.656	cds444495_445695	Streptomyces sp. CC208B	1.2	2	10802..12001	-	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.657	cds445832_446456	Streptomyces sp. CC208B	1.2	2	12139..12762	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.658	cds446788_447538	Streptomyces sp. CC208B	1.2	2	13095..13844	-	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.659	cds447564_448407	Streptomyces sp. CC208B	1.2	2	13871..14713	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.660	cds448653_448941	Streptomyces sp. CC208B	1.2	2	14960..15247	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.661	cds448950_449136	Streptomyces sp. CC208B	1.2	2	15257..15442	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.662	cds449096_449612	Streptomyces sp. CC208B	1.2	2	15403..15918	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.663	cds449679_449925	Streptomyces sp. CC208B	1.2	2	15986..16231	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.664	cds449885_450629	Streptomyces sp. CC208B	1.2	2	16192..16935	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.665	cds450726_451155	Streptomyces sp. CC208B	1.2	2	17033..17461	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.666	cds451144_451801	Streptomyces sp. CC208B	1.2	2	17451..18107	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.667	cds452169_452361	Streptomyces sp. CC208B	1.2	2	18476..18667	+	terpene	Terpene			carotenoid	tig00000001
fig|6666666.563199.peg.674	cds459481_459913	Streptomyces sp. CC208B	1.3	3	1..432	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.675	cds460044_460836	Streptomyces sp. CC208B	1.3	3	564..1355	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.676	cds460980_461196	Streptomyces sp. CC208B	1.3	3	1500..1715	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.677	cds461365_461779	Streptomyces sp. CC208B	1.3	3	1885..2298	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.678	cds461796_462753	Streptomyces sp. CC208B	1.3	3	2316..3272	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.679	cds463477_463657	Streptomyces sp. CC208B	1.3	3	3997..4176	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.680	cds463653_463890	Streptomyces sp. CC208B	1.3	3	4173..4409	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.681	cds464416_464947	Streptomyces sp. CC208B	1.3	3	4936..5466	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.682	cds464931_465111	Streptomyces sp. CC208B	1.3	3	5451..5630	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.6824	cds4540556_4541741	Streptomyces sp. CC208B	1.12	12	2159..3343	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6825	cds4541728_4542373	Streptomyces sp. CC208B	1.12	12	3331..3975	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6826	cds4542458_4542707	Streptomyces sp. CC208B	1.12	12	4061..4309	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6827	cds4542946_4543420	Streptomyces sp. CC208B	1.12	12	4549..5022	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6828	cds4543398_4544514	Streptomyces sp. CC208B	1.12	12	5001..6116	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6829	cds4544724_4545261	Streptomyces sp. CC208B	1.12	12	6327..6863	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.683	cds465124_465355	Streptomyces sp. CC208B	1.3	3	5644..5874	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.6830	cds4545283_4545520	Streptomyces sp. CC208B	1.12	12	6886..7122	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6831	cds4545663_4546038	Streptomyces sp. CC208B	1.12	12	7266..7640	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6832	cds4546016_4547120	Streptomyces sp. CC208B	1.12	12	7619..8722	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6833	cds4547116_4547689	Streptomyces sp. CC208B	1.12	12	8719..9291	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6834	cds4547736_4548027	Streptomyces sp. CC208B	1.12	12	9339..9629	+	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.6835	cds4548230_4548899	Streptomyces sp. CC208B	1.12	12	9833..10501	-	siderophore	Other			desferrioxamin B / desferrioxamine E	tig00000001
fig|6666666.563199.peg.684	cds465321_465606	Streptomyces sp. CC208B	1.3	3	5841..6125	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.685	cds466099_466390	Streptomyces sp. CC208B	1.3	3	6619..6909	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.686	cds466389_467361	Streptomyces sp. CC208B	1.3	3	6909..7880	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.687	cds467697_468222	Streptomyces sp. CC208B	1.3	3	8217..8741	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.688	cds468224_468686	Streptomyces sp. CC208B	1.3	3	8744..9205	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.689	cds468675_470619	Streptomyces sp. CC208B	1.3	3	9195..11138	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.690	cds470615_471299	Streptomyces sp. CC208B	1.3	3	11135..11818	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.691	cds471278_471632	Streptomyces sp. CC208B	1.3	3	11798..12151	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.692	cds471738_472533	Streptomyces sp. CC208B	1.3	3	12258..13052	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.693	cds472847_473300	Streptomyces sp. CC208B	1.3	3	13367..13819	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.694	cds473289_474246	Streptomyces sp. CC208B	1.3	3	13809..14765	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.695	cds474230_474482	Streptomyces sp. CC208B	1.3	3	14750..15001	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.696	cds474616_475408	Streptomyces sp. CC208B	1.3	3	15136..15927	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.697	cds475460_475652	Streptomyces sp. CC208B	1.3	3	15980..16171	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.698	cds475670_476168	Streptomyces sp. CC208B	1.3	3	16190..16687	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.699	cds476383_477130	Streptomyces sp. CC208B	1.3	3	16903..17649	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.700	cds477164_478091	Streptomyces sp. CC208B	1.3	3	17684..18610	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.701	cds478152_478440	Streptomyces sp. CC208B	1.3	3	18672..18959	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.702	cds478457_479030	Streptomyces sp. CC208B	1.3	3	18977..19549	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.703	cds479056_479782	Streptomyces sp. CC208B	1.3	3	19576..20301	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.704	cds479810_480392	Streptomyces sp. CC208B	1.3	3	20330..20911	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.705	cds480544_480823	Streptomyces sp. CC208B	1.3	3	21064..21342	+	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.706	cds480855_481182	Streptomyces sp. CC208B	1.3	3	21375..21701	-	terpene	Terpene			hopene	tig00000001
fig|6666666.563199.peg.959	cds642464_642944	Streptomyces sp. CC208B	1.4	4	147..626	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.960	cds642958_643378	Streptomyces sp. CC208B	1.4	4	641..1060	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.961	cds643525_643840	Streptomyces sp. CC208B	1.4	4	1208..1522	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.962	cds643854_644403	Streptomyces sp. CC208B	1.4	4	1537..2085	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.963	cds644446_644719	Streptomyces sp. CC208B	1.4	4	2129..2401	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.964	cds644711_645530	Streptomyces sp. CC208B	1.4	4	2394..3212	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.965	cds645505_647146	Streptomyces sp. CC208B	1.4	4	3188..4828	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.966	cds647142_647988	Streptomyces sp. CC208B	1.4	4	4825..5670	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.967	cds647984_648326	Streptomyces sp. CC208B	1.4	4	5667..6008	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.968	cds648524_649172	Streptomyces sp. CC208B	1.4	4	6207..6854	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.969	cds649282_649456	Streptomyces sp. CC208B	1.4	4	6965..7138	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.970	cds649538_649847	Streptomyces sp. CC208B	1.4	4	7221..7529	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.971	cds649843_650437	Streptomyces sp. CC208B	1.4	4	7526..8119	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.972	cds650616_651846	Streptomyces sp. CC208B	1.4	4	8299..9528	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.973	cds651885_652023	Streptomyces sp. CC208B	1.4	4	9568..9705	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.974	cds652064_652376	Streptomyces sp. CC208B	1.4	4	9747..10058	+	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.975	cds652924_653206	Streptomyces sp. CC208B	1.4	4	10607..10888	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.976	cds653202_653709	Streptomyces sp. CC208B	1.4	4	10885..11391	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.977	cds653708_654512	Streptomyces sp. CC208B	1.4	4	11391..12194	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.978	cds654508_655333	Streptomyces sp. CC208B	1.4	4	12191..13015	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.979	cds655427_655676	Streptomyces sp. CC208B	1.4	4	13110..13358	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.980	cds655663_655978	Streptomyces sp. CC208B	1.4	4	13346..13660	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.981	cds655971_656322	Streptomyces sp. CC208B	1.4	4	13654..14004	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.9815	cds6497244_6497439	Streptomyces sp. CC208B	1.13	13	1..195	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9816	cds6497513_6498431	Streptomyces sp. CC208B	1.13	13	270..1187	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9817	cds6498565_6498952	Streptomyces sp. CC208B	1.13	13	1322..1708	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9818	cds6499020_6499197	Streptomyces sp. CC208B	1.13	13	1777..1953	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9819	cds6499253_6499427	Streptomyces sp. CC208B	1.13	13	2010..2183	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.982	cds656321_656486	Streptomyces sp. CC208B	1.4	4	14004..14168	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
fig|6666666.563199.peg.9820	cds6499715_6500405	Streptomyces sp. CC208B	1.13	13	2472..3161	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9821	cds6500531_6500780	Streptomyces sp. CC208B	1.13	13	3288..3536	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9822	cds6500838_6501270	Streptomyces sp. CC208B	1.13	13	3595..4026	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9823	cds6501520_6501682	Streptomyces sp. CC208B	1.13	13	4277..4438	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9824	cds6501678_6501837	Streptomyces sp. CC208B	1.13	13	4435..4593	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9825	cds6501930_6502287	Streptomyces sp. CC208B	1.13	13	4687..5043	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9826	cds6502503_6503127	Streptomyces sp. CC208B	1.13	13	5260..5883	-	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9827	cds6503195_6503645	Streptomyces sp. CC208B	1.13	13	5952..6401	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9828	cds6503795_6504050	Streptomyces sp. CC208B	1.13	13	6552..6806	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.9829	cds6504046_6504565	Streptomyces sp. CC208B	1.13	13	6803..7321	+	terpene	Terpene			ikarugamycin	tig00000001
fig|6666666.563199.peg.983	cds656630_656783	Streptomyces sp. CC208B	1.4	4	14313..14465	-	T1PKS transAT-PKS	Polyketide			totopotensamide A / totopotensamide B	tig00000001
