ID	gene	organism	Region	Cluster	Position	Strand	Type	Class1	Class2	Class3	Product	File
fig|6666666.867959.peg.6440	cds2392_3340	Streptomyces_CHD11 sp.	19.1	1	2393..3340	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6441	cds3458_4886	Streptomyces_CHD11 sp.	19.1	1	3459..4886	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6442	cds4885_6043	Streptomyces_CHD11 sp.	19.1	1	4886..6043	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6443	cds6158_8276	Streptomyces_CHD11 sp.	19.1	1	6159..8276	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6444	cds8275_8917	Streptomyces_CHD11 sp.	19.1	1	8276..8917	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6445	cds8922_9945	Streptomyces_CHD11 sp.	19.1	1	8923..9945	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6446	cds10160_10472	Streptomyces_CHD11 sp.	19.1	1	10161..10472	+	terpene	Terpene			hopene	c00061_scaffol..
fig|6666666.867959.peg.6513	cds1_3679	Streptomyces_CHD11 sp.	30.1	1	2..3679	-	NRPS	NRP				c00066_scaffol..
fig|6666666.867959.peg.6521	cds1_3613	Streptomyces_CHD11 sp.	41.1	1	2..3613	-	NRPS	NRP				c00067_scaffol..
fig|6666666.867959.peg.6776	cds1_1531	Streptomyces_CHD11 sp.	37.1	1	2..1531	+	NRPS-like	NRP				c00072_scaffol..
fig|6666666.867959.peg.6799	cds0_1776	Streptomyces_CHD11 sp.	73.1	1	1..1776	-	T1PKS	Polyketide				c00075_scaffol..
fig|6666666.867959.peg.6800	cds2069_2375	Streptomyces_CHD11 sp.	73.1	1	2070..2375	+	T1PKS	Polyketide				c00075_scaffol..
fig|6666666.867959.peg.6925	cds99160_99688	Streptomyces_CHD11 sp.	40.1	1	851..1378	+	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6926	cds99989_101807	Streptomyces_CHD11 sp.	40.1	1	1680..3497	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6927	cds101817_102075	Streptomyces_CHD11 sp.	40.1	1	3508..3765	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6928	cds102150_103032	Streptomyces_CHD11 sp.	40.1	1	3841..4722	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6929	cds103310_105083	Streptomyces_CHD11 sp.	40.1	1	5001..6773	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6930	cds105079_105628	Streptomyces_CHD11 sp.	40.1	1	6770..7318	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6931	cds105624_106917	Streptomyces_CHD11 sp.	40.1	1	7315..8607	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6932	cds106900_108343	Streptomyces_CHD11 sp.	40.1	1	8591..10033	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.6933	cds108499_109435	Streptomyces_CHD11 sp.	40.1	1	10190..11125	-	siderophore	Other			desferrioxamin B / desferrioxamine E	c00007_scaffol..
fig|6666666.867959.peg.7145	cds13423_14740	Streptomyces_CHD11 sp.	29.1	1	397..1713	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7146	cds14736_15096	Streptomyces_CHD11 sp.	29.1	1	1710..2069	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7147	cds15127_15487	Streptomyces_CHD11 sp.	29.1	1	2101..2460	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7148	cds15693_16173	Streptomyces_CHD11 sp.	29.1	1	2667..3146	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7149	cds16481_17798	Streptomyces_CHD11 sp.	29.1	1	3455..4771	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7150	cds17798_18752	Streptomyces_CHD11 sp.	29.1	1	4772..5725	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7151	cds18848_19247	Streptomyces_CHD11 sp.	29.1	1	5822..6220	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7152	cds19286_19433	Streptomyces_CHD11 sp.	29.1	1	6260..6406	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7153	cds19429_19768	Streptomyces_CHD11 sp.	29.1	1	6403..6741	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7154	cds19782_20019	Streptomyces_CHD11 sp.	29.1	1	6756..6992	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7155	cds20519_21110	Streptomyces_CHD11 sp.	29.1	1	7493..8083	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7156	cds21106_21919	Streptomyces_CHD11 sp.	29.1	1	8080..8892	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7157	cds22075_22660	Streptomyces_CHD11 sp.	29.1	1	9049..9633	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7158	cds22894_23014	Streptomyces_CHD11 sp.	29.1	1	9868..9987	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7159	cds23027_24866	Streptomyces_CHD11 sp.	29.1	1	10001..11839	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7160	cds24828_25134	Streptomyces_CHD11 sp.	29.1	1	11802..12107	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7161	cds25165_25381	Streptomyces_CHD11 sp.	29.1	1	12139..12354	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7162	cds25731_25863	Streptomyces_CHD11 sp.	29.1	1	12705..12836	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7163	cds26307_26574	Streptomyces_CHD11 sp.	29.1	1	13281..13547	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7164	cds26595_27696	Streptomyces_CHD11 sp.	29.1	1	13569..14669	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7165	cds27994_29725	Streptomyces_CHD11 sp.	29.1	1	14968..16698	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7166	cds29911_30613	Streptomyces_CHD11 sp.	29.1	1	16885..17586	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7167	cds30640_31189	Streptomyces_CHD11 sp.	29.1	1	17614..18162	-	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7168	cds31531_32281	Streptomyces_CHD11 sp.	29.1	1	18505..19254	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7169	cds32335_34180	Streptomyces_CHD11 sp.	29.1	1	19309..21153	+	terpene	Terpene				c00008_scaffol..
fig|6666666.867959.peg.7316	cds189160_189286	Streptomyces_CHD11 sp.	29.2	2	574..699	+	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7317	cds189299_189440	Streptomyces_CHD11 sp.	29.2	2	713..853	-	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7318	cds189533_189962	Streptomyces_CHD11 sp.	29.2	2	947..1375	-	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7319	cds189998_191486	Streptomyces_CHD11 sp.	29.2	2	1412..2899	+	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.732	cds64104_64662	Streptomyces_CHD11 sp.	65.1	1	33..590	-	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.7320	cds191478_192147	Streptomyces_CHD11 sp.	29.2	2	2892..3560	-	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7321	cds192296_193208	Streptomyces_CHD11 sp.	29.2	2	3710..4621	+	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7322	cds193587_194577	Streptomyces_CHD11 sp.	29.2	2	5001..5990	-	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7323	cds194898_195111	Streptomyces_CHD11 sp.	29.2	2	6312..6524	+	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.7324	cds195247_195466	Streptomyces_CHD11 sp.	29.2	2	6661..6879	+	butyrolactone	Other			lactonamycin	c00008_scaffol..
fig|6666666.867959.peg.733	cds65184_65964	Streptomyces_CHD11 sp.	65.1	1	1113..1892	+	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.734	cds66388_68371	Streptomyces_CHD11 sp.	65.1	1	2317..4299	-	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.735	cds68506_69076	Streptomyces_CHD11 sp.	65.1	1	4435..5004	-	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.736	cds69072_70986	Streptomyces_CHD11 sp.	65.1	1	5001..6914	-	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.737	cds71859_73080	Streptomyces_CHD11 sp.	65.1	1	7788..9008	+	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.738	cds73210_74422	Streptomyces_CHD11 sp.	65.1	1	9139..10350	+	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.739	cds74483_75977	Streptomyces_CHD11 sp.	65.1	1	10412..11905	-	siderophore	Other				c00012_scaffol..
fig|6666666.867959.peg.7419	cds16854_17619	Streptomyces_CHD11 sp.	80.1	1	173..937	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7420	cds17839_18073	Streptomyces_CHD11 sp.	80.1	1	1158..1391	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7421	cds18069_19698	Streptomyces_CHD11 sp.	80.1	1	1388..3016	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7422	cds19775_20282	Streptomyces_CHD11 sp.	80.1	1	3094..3600	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7423	cds20569_22978	Streptomyces_CHD11 sp.	80.1	1	3888..6296	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7424	cds22974_23979	Streptomyces_CHD11 sp.	80.1	1	6293..7297	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7425	cds24018_24240	Streptomyces_CHD11 sp.	80.1	1	7337..7558	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7426	cds24333_25296	Streptomyces_CHD11 sp.	80.1	1	7652..8614	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7427	cds25315_26686	Streptomyces_CHD11 sp.	80.1	1	8634..10004	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7428	cds26682_27768	Streptomyces_CHD11 sp.	80.1	1	10001..11086	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7429	cds28003_28654	Streptomyces_CHD11 sp.	80.1	1	11322..11972	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7430	cds28803_29895	Streptomyces_CHD11 sp.	80.1	1	12122..13213	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7431	cds29941_30385	Streptomyces_CHD11 sp.	80.1	1	13260..13703	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7432	cds30612_30915	Streptomyces_CHD11 sp.	80.1	1	13931..14233	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7433	cds30911_31844	Streptomyces_CHD11 sp.	80.1	1	14230..15162	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7434	cds31853_32537	Streptomyces_CHD11 sp.	80.1	1	15172..15855	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7435	cds32649_33465	Streptomyces_CHD11 sp.	80.1	1	15968..16783	-	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7436	cds33516_34248	Streptomyces_CHD11 sp.	80.1	1	16835..17566	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7437	cds34355_35672	Streptomyces_CHD11 sp.	80.1	1	17674..18990	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7438	cds35681_36692	Streptomyces_CHD11 sp.	80.1	1	19000..20010	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867959.peg.7439	cds36809_37133	Streptomyces_CHD11 sp.	80.1	1	20128..20451	+	terpene	Terpene			julichrome Q3-3 / julichrome Q3-5	c00009_scaffol..
fig|6666666.867960.peg.1005	cds2295_3501	Streptomyces_G11C sp.	75.1	1	1552..2757	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1006	cds3491_4139	Streptomyces_G11C sp.	75.1	1	2748..3395	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1007	cds4151_4988	Streptomyces_G11C sp.	75.1	1	3408..4244	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1008	cds5051_5984	Streptomyces_G11C sp.	75.1	1	4308..5240	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1009	cds6067_7138	Streptomyces_G11C sp.	75.1	1	5324..6394	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1010	cds7334_8126	Streptomyces_G11C sp.	75.1	1	6591..7382	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1011	cds8141_9023	Streptomyces_G11C sp.	75.1	1	7398..8279	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1012	cds9016_9787	Streptomyces_G11C sp.	75.1	1	8273..9043	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1013	cds9974_10769	Streptomyces_G11C sp.	75.1	1	9231..10025	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1014	cds10744_13327	Streptomyces_G11C sp.	75.1	1	10001..12583	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1015	cds13323_13971	Streptomyces_G11C sp.	75.1	1	12580..13227	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1016	cds14037_15366	Streptomyces_G11C sp.	75.1	1	13294..14622	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1017	cds15473_16457	Streptomyces_G11C sp.	75.1	1	14730..15713	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1018	cds16611_19629	Streptomyces_G11C sp.	75.1	1	15868..18885	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1019	cds19629_21480	Streptomyces_G11C sp.	75.1	1	18886..20736	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1020	cds21610_22585	Streptomyces_G11C sp.	75.1	1	20867..21841	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1021	cds22642_22936	Streptomyces_G11C sp.	75.1	1	21899..22192	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1022	cds23176_24667	Streptomyces_G11C sp.	75.1	1	22433..23923	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1023	cds24672_25041	Streptomyces_G11C sp.	75.1	1	23929..24297	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1024	cds25086_25506	Streptomyces_G11C sp.	75.1	1	24343..24762	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1025	cds25634_26021	Streptomyces_G11C sp.	75.1	1	24891..25277	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1026	cds26017_26311	Streptomyces_G11C sp.	75.1	1	25274..25567	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1027	cds26376_28512	Streptomyces_G11C sp.	75.1	1	25633..27768	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1028	cds28508_29483	Streptomyces_G11C sp.	75.1	1	27765..28739	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1029	cds29490_30399	Streptomyces_G11C sp.	75.1	1	28747..29655	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1030	cds30702_31758	Streptomyces_G11C sp.	75.1	1	29959..31014	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1031	cds31754_32027	Streptomyces_G11C sp.	75.1	1	31011..31283	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1032	cds32031_33174	Streptomyces_G11C sp.	75.1	1	31288..32430	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1033	cds33170_34244	Streptomyces_G11C sp.	75.1	1	32427..33500	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1034	cds34236_35118	Streptomyces_G11C sp.	75.1	1	33493..34374	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1035	cds35114_36926	Streptomyces_G11C sp.	75.1	1	34371..36182	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1036	cds36988_44752	Streptomyces_G11C sp.	75.1	1	36245..44008	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1037	cds44744_55478	Streptomyces_G11C sp.	75.1	1	44001..54734	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1038	cds55530_55773	Streptomyces_G11C sp.	75.1	1	54787..55029	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1039	cds55950_56082	Streptomyces_G11C sp.	75.1	1	55207..55338	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1040	cds56078_56225	Streptomyces_G11C sp.	75.1	1	55335..55481	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1041	cds56270_57032	Streptomyces_G11C sp.	75.1	1	55527..56288	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1042	cds57028_57976	Streptomyces_G11C sp.	75.1	1	56285..57232	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1043	cds57972_58092	Streptomyces_G11C sp.	75.1	1	57229..57348	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1044	cds58088_60095	Streptomyces_G11C sp.	75.1	1	57345..59351	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1045	cds60180_60459	Streptomyces_G11C sp.	75.1	1	59437..59715	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1046	cds60455_62126	Streptomyces_G11C sp.	75.1	1	59712..61382	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1047	cds62211_62631	Streptomyces_G11C sp.	75.1	1	61468..61887	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1048	cds62665_63673	Streptomyces_G11C sp.	75.1	1	61922..62929	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1049	cds63732_64008	Streptomyces_G11C sp.	75.1	1	62989..63264	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1050	cds64069_64351	Streptomyces_G11C sp.	75.1	1	63326..63607	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1051	cds64376_64859	Streptomyces_G11C sp.	75.1	1	63633..64115	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1052	cds64924_66208	Streptomyces_G11C sp.	75.1	1	64181..65464	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1053	cds66259_66913	Streptomyces_G11C sp.	75.1	1	65516..66169	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1054	cds66955_67069	Streptomyces_G11C sp.	75.1	1	66212..66325	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1055	cds67110_67281	Streptomyces_G11C sp.	75.1	1	66367..66537	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1056	cds67333_68215	Streptomyces_G11C sp.	75.1	1	66590..67471	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1057	cds68322_68925	Streptomyces_G11C sp.	75.1	1	67579..68181	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1058	cds69023_69365	Streptomyces_G11C sp.	75.1	1	68280..68621	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1059	cds69361_70324	Streptomyces_G11C sp.	75.1	1	68618..69580	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1060	cds70336_71212	Streptomyces_G11C sp.	75.1	1	69593..70468	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1061	cds71480_71615	Streptomyces_G11C sp.	75.1	1	70737..70871	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1062	cds71747_73172	Streptomyces_G11C sp.	75.1	1	71004..72428	+	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1063	cds73300_75232	Streptomyces_G11C sp.	75.1	1	72557..74488	-	NRPS NRPS-like terpene	NRP	Terpene		valinomycin / montanastatin	c00075_NZ_JABT..
fig|6666666.867960.peg.1113	cds124377_124689	Streptomyces_G11C sp.	75.2	2	1..312	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1114	cds124781_125042	Streptomyces_G11C sp.	75.2	2	405..665	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1115	cds125257_125677	Streptomyces_G11C sp.	75.2	2	881..1300	-	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1116	cds125942_126161	Streptomyces_G11C sp.	75.2	2	1566..1784	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1117	cds126154_126460	Streptomyces_G11C sp.	75.2	2	1778..2083	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1118	cds126564_129105	Streptomyces_G11C sp.	75.2	2	2188..4728	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1119	cds129234_129357	Streptomyces_G11C sp.	75.2	2	4858..4980	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1120	cds129789_130593	Streptomyces_G11C sp.	75.2	2	5413..6216	-	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1121	cds130737_131271	Streptomyces_G11C sp.	75.2	2	6361..6894	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1122	cds131867_134423	Streptomyces_G11C sp.	75.2	2	7491..10046	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
fig|6666666.867960.peg.1123	cds134445_134973	Streptomyces_G11C sp.	75.2	2	10069..10596	+	NRPS NRPS-like T3PKS	NRP	Polyketide		totopotensamide A / totopotensamide B	c00075_NZ_JABT..
